"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.AD","adj.P.Val.AD","P.Value.AD","t.AD","B.AD","logFC.AD","Gene.title.AD","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"257","H2AFX","213344_s_at",3.71e-32,4.39e-34,15.4,66.8509721,1.58,"H2A histone family member X","205436_s_at",0.184,0.00092855,3.79,-2.11322,0.705,"H2A histone family member X","213344_s_at",0.00185,0.000526,3.9635018,-0.761554,0.664048,"H2A histone family member X"
"258","HAL","217521_at",2.28e-23,7.57e-25,12.2,45.6926871,2.11,"histidine ammonia-lyase","206643_at",0.388,0.02231655,2.45,-5.16341,1.39,"histidine ammonia-lyase","206643_at",0.0109,0.00417,-3.1452092,-2.758825,-0.65022145,"histidine ammonia-lyase"
"259","HCK","208018_s_at",5.37e-10,8.05e-11,6.94,13.704585,0.791,"HCK proto-oncogene, Src family tyrosine kinase","208018_s_at",0.191,0.00112043,3.71,-2.29775,1.14,"HCK proto-oncogene, Src family tyrosine kinase","208018_s_at",1.76e-08,3.3e-10,9.864654,13.445331,1.83866461,"HCK proto-oncogene, Src family tyrosine kinase"
"260","HCLS1","202957_at",3.61e-10,5.3e-11,7.02,14.1147464,0.815,"hematopoietic cell-specific Lyn substrate 1","202957_at",0.389,0.02242498,2.44,-5.16789,0.793,"hematopoietic cell-specific Lyn substrate 1","202957_at",9.59e-10,5.06e-12,12.0126488,17.584129,1.54354246,"hematopoietic cell-specific Lyn substrate 1"
"261","HEATR3","1554478_a_at",2.76e-19,1.46e-20,10.6,35.8923803,1.58,"HEAT repeat containing 3","1554478_a_at",0.473,0.04101593,2.16,-5.71907,0.886,"HEAT repeat containing 3","1554478_a_at",0.00271,0.000825,3.7886473,-1.200336,0.97404603,"HEAT repeat containing 3"
"262","HELLS","223556_at",2.83e-28,5.41e-30,14,57.4788526,2.45,"helicase, lymphoid-specific","220085_at",0.488,0.04459538,2.12,-5.79427,1.07,"helicase, lymphoid-specific","220085_at",0.0104,0.00395,-3.1678091,-2.705991,-0.66043593,"helicase, lymphoid-specific"
"263","HERC6","219352_at",6.97e-47,1.54e-49,21.2,102.2433456,4.04,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6","219352_at",0.407,0.02591189,2.38,-5.30106,1.37,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6","219352_at",0.0105,0.00402,3.1605023,-2.723091,0.62336585,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"264","HEY2","219743_at",6.55e-06,1.58e-06,-4.98,4.0551083,-0.938,"hes related family bHLH transcription factor with YRPW motif 2","219743_at",0.503,0.04870147,-2.08,-5.87308,-0.709,"hes related family bHLH transcription factor with YRPW motif 2","222921_s_at",0.000261,5.23e-05,4.8467967,1.505561,0.92663363,"hes related family bHLH transcription factor with YRPW motif 2"
"265","HIF3A","222123_s_at",4.55e-10,6.75e-11,-6.97,13.8773401,-1.1,"hypoxia inducible factor 3 alpha subunit","219319_at",0.475,0.04144295,-2.16,-5.7284,-0.631,"hypoxia inducible factor 3 alpha subunit","222123_s_at",5.5e-05,8.25e-06,-5.5540453,3.335782,-0.89779774,"hypoxia inducible factor 3 alpha subunit"
"266","HLA-DOB","205671_s_at",2.7e-08,4.9e-09,6.17,9.674474,1.03,"major histocompatibility complex, class II, DO beta","205671_s_at",0.27,0.00707241,2.95,-4.08307,0.886,"major histocompatibility complex, class II, DO beta","205671_s_at",6.13e-10,2.35e-12,12.4374994,18.336659,1.78469148,"major histocompatibility complex, class II, DO beta"
"267","HLA-DPA1","213537_at",0.00412,0.00147,3.23,-2.4528491,0.882,"major histocompatibility complex, class II, DP alpha 1","213537_at",0.379,0.02079865,2.48,-5.09823,0.915,"major histocompatibility complex, class II, DP alpha 1","213537_at",4.14e-05,5.89e-06,5.6846929,3.671978,1.04000725,"major histocompatibility complex, class II, DP alpha 1"
"268","HLF","204754_at",1.75e-14,1.57e-15,-8.8,24.4078461,-1.02,"HLF, PAR bZIP transcription factor","204754_at",0.326,0.01338124,-2.68,-4.68677,-0.636,"HLF, PAR bZIP transcription factor","204753_s_at",1.41e-07,5.15e-09,-8.590292,10.705123,-1.51253483,"HLF, PAR bZIP transcription factor"
"269","HOMER2","217080_s_at",3.18e-07,6.54e-08,5.65,7.1451734,0.694,"homer scaffolding protein 2","1556097_at",0.44,0.03254555,-2.27,-5.50958,-0.613,"homer scaffolding protein 2","217080_s_at",4.66e-06,4.24e-07,-6.7227476,6.295904,-1.18155596,"homer scaffolding protein 2"
"270","HS3ST3A1","219985_at",5.38e-34,5.22e-36,16.1,71.2612788,2.7,"heparan sulfate-glucosamine 3-sulfotransferase 3A1","219985_at",0.27,0.00705567,2.95,-4.08081,0.915,"heparan sulfate-glucosamine 3-sulfotransferase 3A1","219985_at",1.57e-07,5.95e-09,8.5258594,10.560697,1.74766983,"heparan sulfate-glucosamine 3-sulfotransferase 3A1"
"271","HS3ST3B1","227361_at",3.46e-18,2.05e-19,10.2,33.2668571,1.42,"heparan sulfate-glucosamine 3-sulfotransferase 3B1","227361_at",0.345,0.01564218,2.61,-4.83306,0.663,"heparan sulfate-glucosamine 3-sulfotransferase 3B1","227361_at",3.8e-06,3.32e-07,6.8214727,6.539919,1.24526824,"heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"272","HSD11B1","205404_at",7.29e-25,2.08e-26,-12.7,49.2682106,-4.64,"hydroxysteroid 11-beta dehydrogenase 1","205404_at",0.135,0.00018272,-4.44,-0.50268,-3.29,"hydroxysteroid 11-beta dehydrogenase 1","205404_at",0.0199,0.00853,-2.8495016,-3.43376,-0.72834869,"hydroxysteroid 11-beta dehydrogenase 1"
"273","HSPB2-C11orf52","238805_at",9.03e-32,1.13e-33,-15.3,65.9122263,-2.47,"HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2","238805_at",0.267,0.00682913,-2.97,-4.04967,-0.919,"HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2","238805_at",9.9e-05,1.67e-05,-5.282818,2.635259,-1.43267891,"HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2"
"274","ICAM1","202638_s_at",3.08e-06,7.14e-07,5.15,4.8222868,0.885,"intercellular adhesion molecule 1","202637_s_at",0.394,0.02322273,2.43,-5.20016,0.774,"intercellular adhesion molecule 1","202637_s_at",3.58e-07,1.69e-08,8.0675273,9.517026,1.73991393,"intercellular adhesion molecule 1"
"275","ID4","209291_at",1.75e-41,7.03e-44,-19,89.2914907,-0.854,"inhibitor of DNA binding 4, HLH protein","209291_at",0.263,0.00616932,-3.01,-3.95258,-0.762,"inhibitor of DNA binding 4, HLH protein","209291_at",1.96e-06,1.46e-07,-7.1585917,7.364624,-0.88169458,"inhibitor of DNA binding 4, HLH protein"
"276","IFI27","202411_at",1.93e-35,1.62e-37,16.7,74.719216,2.21,"interferon alpha inducible protein 27","202411_at",0.416,0.02777552,2.35,-5.3648,1.2,"interferon alpha inducible protein 27","202411_at",0.000372,7.93e-05,4.687783,1.093859,1.12703023,"interferon alpha inducible protein 27"
"277","IFI30","201422_at",7.98e-17,5.57e-18,9.71,29.9933642,0.862,"IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2","201422_at",0.395,0.02332089,2.43,-5.20405,0.912,"IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2","201422_at",1.21e-09,7.22e-12,11.8184859,17.233285,1.52853802,"IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2"
"278","IFI35","209417_s_at",5.09e-08,9.53e-09,6.04,9.0241318,1.22,"interferon induced protein 35","209417_s_at",0.456,0.03684273,2.21,-5.62218,0.926,"interferon induced protein 35","209417_s_at",3.03e-08,6.83e-10,9.5170525,12.719726,1.27805091,"interferon induced protein 35"
"279","IFI44","214059_at",6.89e-25,1.95e-26,12.7,49.3292942,2.38,"interferon induced protein 44","214059_at",0.333,0.01440134,2.64,-4.7557,1.54,"interferon induced protein 44","214453_s_at",1.67e-06,1.19e-07,7.2420415,7.566654,0.8564992,"interferon induced protein 44"
"280","IFI6","204415_at",1.38e-35,1.13e-37,16.7,75.0758015,3.56,"interferon alpha inducible protein 6","204415_at",0.357,0.01731599,2.56,-4.92795,1.17,"interferon alpha inducible protein 6","204415_at",2.2e-07,9.06e-09,8.3394975,10.139777,1.42487165,"interferon alpha inducible protein 6"
"281","IGFL1","239430_at",1.91e-44,5.71e-47,20.2,96.3666637,5.54,"IGF like family member 1","239430_at",0.25,0.00460081,3.13,-3.67119,2.85,"IGF like family member 1","239430_at",0.00682,0.00242,3.3642697,-2.240154,2.21663057,"IGF like family member 1"
"282","IKZF1","227346_at",3.28e-08,6e-09,6.13,9.4768725,1.08,"IKAROS family zinc finger 1","220704_at",0.303,0.01062909,2.78,-4.46986,1.22,"IKAROS family zinc finger 1","227344_at",2.69e-07,1.18e-08,8.2224234,9.872932,1.45108721,"IKAROS family zinc finger 1"
"283","IL10RA","204912_at",6.06e-08,1.14e-08,6,8.8458177,0.886,"interleukin 10 receptor subunit alpha","204912_at",0.184,0.00094548,3.78,-2.13098,1.08,"interleukin 10 receptor subunit alpha","204912_at",3.45e-08,8.16e-10,9.4331711,12.542193,1.33793238,"interleukin 10 receptor subunit alpha"
"284","IL15","205992_s_at",1.93e-07,3.86e-08,5.76,7.6594788,0.894,"interleukin 15","205992_s_at",0.384,0.02145552,2.47,-5.12702,0.809,"interleukin 15","217371_s_at",0.000261,5.24e-05,4.8455797,1.502408,0.7757202,"interleukin 15"
"285","IL15RA","207375_s_at",1.24e-09,1.94e-10,6.78,12.8417273,0.856,"interleukin 15 receptor subunit alpha","207375_s_at",0.367,0.0187913,2.52,-5.00405,0.817,"interleukin 15 receptor subunit alpha","207375_s_at",3.74e-05,5.2e-06,5.7328446,3.795636,0.99854009,"interleukin 15 receptor subunit alpha"
"286","IL26","221111_at",7.54e-22,2.97e-23,11.6,42.0451753,1.86,"interleukin 26","221111_at",0.41,0.02649767,2.37,-5.3216,1.64,"interleukin 26","221111_at",3.78e-05,5.28e-06,5.7270132,3.780668,2.09167566,"interleukin 26"
"287","IL2RG","204116_at",1.54e-14,1.36e-15,8.82,24.5440794,1.77,"interleukin 2 receptor subunit gamma","204116_at",0.33,0.01386463,2.66,-4.72008,0.986,"interleukin 2 receptor subunit gamma","204116_at",2.29e-08,4.73e-10,9.69137,13.085632,1.43487146,"interleukin 2 receptor subunit gamma"
"288","IL4R","203233_at",2.96e-32,3.46e-34,15.5,67.0872949,2.41,"interleukin 4 receptor","203233_at",0.14,0.00033355,4.2,-1.10145,1.03,"interleukin 4 receptor","203233_at",5.77e-05,8.77e-06,5.5307845,3.275829,1.15603624,"interleukin 4 receptor"
"289","IL7R","226218_at",4.23e-28,8.22e-30,13.9,57.0620116,2.34,"interleukin 7 receptor","226218_at",0.235,0.00310804,3.3,-3.29264,1.69,"interleukin 7 receptor","205798_at",1.2e-06,7.84e-08,7.4150298,7.982684,2.05839729,"interleukin 7 receptor"
"290","INS-IGF2","202409_at",6.42e-09,1.08e-09,-6.46,11.1540077,-1.29,"INS-IGF2 readthrough///insulin like growth factor 2","202409_at",0.479,0.0420936,-2.15,-5.74242,-1.08,"INS-IGF2 readthrough///insulin like growth factor 2","202409_at",1.35e-06,9.16e-08,7.3504069,7.82771,2.02539261,"INS-IGF2 readthrough///insulin like growth factor 2"
"291","INSR","226450_at",6.56e-21,2.88e-22,-11.3,39.7871393,-0.678,"insulin receptor","226216_at",0.374,0.0200917,-2.49,-5.06618,-0.607,"insulin receptor","226212_s_at",0.00737,0.00265,-3.3281425,-2.326657,-0.71020385,"insulin receptor"
"292","IRF1","238725_at",2.64e-28,5.02e-30,14,57.5523121,2.51,"interferon regulatory factor 1","238725_at",0.423,0.02905246,2.33,-5.40596,1.08,"interferon regulatory factor 1","238725_at",9.72e-07,5.99e-08,7.527715,8.251643,1.9463746,"interferon regulatory factor 1"
"293","IRF7","208436_s_at",5.02e-41,2.14e-43,18.9,88.184805,2.82,"interferon regulatory factor 7","208436_s_at",0.213,0.00225697,3.43,-2.9821,1.33,"interferon regulatory factor 7","208436_s_at",8.34e-06,8.56e-07,6.4411303,5.594003,1.28265631,"interferon regulatory factor 7"
"294","IRF8","204057_at",2.26e-14,2.04e-15,8.76,24.1460128,1.08,"interferon regulatory factor 8","204057_at",0.201,0.00148381,3.6,-2.57296,1.13,"interferon regulatory factor 8","204057_at",2.12e-06,1.62e-07,7.1150684,7.258916,0.98125984,"interferon regulatory factor 8"
"295","IRF9","203882_at",1.02e-33,1.03e-35,16,70.5893772,1.11,"interferon regulatory factor 9","203882_at",0.211,0.00197151,3.48,-2.85044,0.681,"interferon regulatory factor 9","203882_at",0.000119,2.07e-05,5.2007029,2.422679,0.63902585,"interferon regulatory factor 9"
"296","IRS2","209184_s_at",1.15e-23,3.71e-25,-12.3,46.4027152,-1.03,"insulin receptor substrate 2","209185_s_at",0.255,0.0050734,-3.09,-3.76515,-0.653,"insulin receptor substrate 2","209185_s_at",2.23e-06,1.72e-07,-7.0899656,7.197842,-0.68069715,"insulin receptor substrate 2"
"297","ISG15","205483_s_at",7.68e-38,5.02e-40,17.6,80.4653435,4.01,"ISG15 ubiquitin-like modifier","205483_s_at",0.401,0.0243589,2.41,-5.2442,1.1,"ISG15 ubiquitin-like modifier","205483_s_at",7.09e-10,2.96e-12,12.3096825,18.11242,1.83881579,"ISG15 ubiquitin-like modifier"
"298","ISG20","204698_at",7.54e-39,4.33e-41,18,82.9021062,3.24,"interferon stimulated exonuclease gene 20","204698_at",0.293,0.00959584,2.82,-4.37312,0.878,"interferon stimulated exonuclease gene 20","204698_at",9.32e-10,4.69e-12,12.0543341,17.65888,2.76803323,"interferon stimulated exonuclease gene 20"
"299","ISM1","235182_at",1.96e-17,1.27e-18,-9.94,31.4613337,-0.946,"isthmin 1, angiogenesis inhibitor","235182_at",0.437,0.03172511,-2.28,-5.48632,-0.622,"isthmin 1, angiogenesis inhibitor","232888_at",2.25e-06,1.74e-07,-7.0852752,7.186423,-0.94514055,"isthmin 1, angiogenesis inhibitor"
"300","ITGA4","213416_at",4.19e-15,3.51e-16,9.04,25.886595,1.45,"integrin subunit alpha 4","213416_at",0.333,0.01440331,2.64,-4.75582,0.8,"integrin subunit alpha 4","205884_at",1.09e-09,6.15e-12,11.9056005,17.391242,2.63414216,"integrin subunit alpha 4"
"301","ITGA7","209663_s_at",3.91e-10,5.77e-11,-7,14.0319919,-0.762,"integrin subunit alpha 7","216331_at",0.259,0.0057249,-3.04,-3.88102,-0.794,"integrin subunit alpha 7","209663_s_at",0.000173,3.22e-05,5.0315334,1.984347,0.78783549,"integrin subunit alpha 7"
"302","ITGAL","213475_s_at",2.34e-15,1.91e-16,9.14,26.4922271,1.78,"integrin subunit alpha L","213475_s_at",0.273,0.00737369,2.93,-4.12284,0.718,"integrin subunit alpha L","1554240_a_at",2.76e-08,6.06e-10,9.5736128,12.838898,1.72560558,"integrin subunit alpha L"
"303","ITGAM","205786_s_at",0.00372,0.00132,3.27,-2.3512353,0.738,"integrin subunit alpha M","205786_s_at",0.338,0.01487386,2.63,-4.78594,0.873,"integrin subunit alpha M","205786_s_at",0.00112,0.000291,4.1912846,-0.183349,0.77269654,"integrin subunit alpha M"
"304","ITGAX","210184_at",7.96e-08,1.52e-08,5.95,8.5662596,0.745,"integrin subunit alpha X","210184_at",0.196,0.00129985,3.65,-2.44339,0.661,"integrin subunit alpha X","210184_at",1.01e-07,3.33e-09,8.7855127,11.139245,1.76925944,"integrin subunit alpha X"
"305","ITGB2-AS1","229041_s_at",2.62e-07,5.32e-08,5.7,7.3451986,1.15,"ITGB2 antisense RNA 1","229041_s_at",0.341,0.0150847,2.62,-4.79911,0.63,"ITGB2 antisense RNA 1","229041_s_at",4.47e-05,6.44e-06,5.6501651,3.583222,0.76344909,"ITGB2 antisense RNA 1"
"306","ITK","211339_s_at",2.09e-15,1.69e-16,9.16,26.6089172,1.64,"IL2 inducible T-cell kinase","211339_s_at",0.211,0.00200618,3.48,-2.86743,1.57,"IL2 inducible T-cell kinase","211339_s_at",1.74e-06,1.25e-07,7.2222632,7.518849,1.31875206,"IL2 inducible T-cell kinase"
"307","ITPR1","211323_s_at",3.86e-09,6.35e-10,-6.56,11.6757346,-0.969,"inositol 1,4,5-trisphosphate receptor type 1","203710_at",0.412,0.02687105,-2.36,-5.33444,-0.664,"inositol 1,4,5-trisphosphate receptor type 1","216944_s_at",0.000148,2.69e-05,5.1007933,2.163848,0.71128142,"inositol 1,4,5-trisphosphate receptor type 1"
"308","JAK3","227677_at",2.54e-15,2.08e-16,9.13,26.4068267,1.34,"Janus kinase 3","227677_at",0.174,0.00081184,3.84,-1.98104,1.23,"Janus kinase 3","227677_at",2.23e-08,4.55e-10,9.7095671,13.123593,2.0860517,"Janus kinase 3"
"309","JAML","228094_at",2.86e-07,5.83e-08,5.68,7.2563888,0.938,"junction adhesion molecule like","228094_at",0.288,0.00888513,2.85,-4.30016,0.844,"junction adhesion molecule like","228094_at",2.07e-05,2.58e-06,6.0051179,4.491869,0.8921065,"junction adhesion molecule like"
"310","KIAA0101","202503_s_at",1.17e-35,9.46e-38,16.8,75.2519191,2.47,"KIAA0101","202503_s_at",0.392,0.02302241,2.43,-5.19217,1.02,"KIAA0101","202503_s_at",0.00437,0.00144,3.5696458,-1.741992,0.63104461,"KIAA0101"
"311","KIAA0226L","219471_at",2.84e-08,5.17e-09,6.16,9.6231209,0.986,"KIAA0226 like","219471_at",0.211,0.00195307,3.49,-2.84128,0.79,"KIAA0226 like","44790_s_at",1.26e-10,1.94e-13,13.9025478,20.78064,2.45664687,"KIAA0226 like"
"312","KIAA0368","236368_at",3.74e-07,7.76e-08,-5.62,6.9787961,-0.977,"KIAA0368","212427_at",0.277,0.00770314,-2.92,-4.16447,-0.758,"KIAA0368","212427_at",3.41e-06,2.9e-07,-6.8762484,6.674829,-0.85927573,"KIAA0368"
"313","KIAA1217","1554438_at",2.2e-25,5.83e-27,12.9,50.5322269,0.865,"KIAA1217","1554438_at",0.331,0.014005,2.66,-4.72953,0.626,"KIAA1217","232046_at",0.000764,0.000184,-4.3654731,0.262686,-0.81704235,"KIAA1217"
"314","KIAA1462","213316_at",3.32e-10,4.85e-11,-7.03,14.2032178,-0.645,"KIAA1462","231841_s_at",0.465,0.03903055,-2.19,-5.67433,-0.697,"KIAA1462","231841_s_at",1.36e-07,4.87e-09,8.6151239,10.760633,1.4781461,"KIAA1462"
"315","KIAA2022","244370_at",5.48e-10,8.22e-11,-6.94,13.6842513,-1.23,"KIAA2022","244370_at",0.213,0.00220112,-3.44,-2.95772,-1.03,"KIAA2022","244370_at",0.000656,0.000154,-4.4355285,0.442805,-1.02431339,"KIAA2022"
"316","KIF23","204709_s_at",7.82e-28,1.58e-29,13.8,56.4127999,2.19,"kinesin family member 23","204709_s_at",0.195,0.00120869,3.68,-2.37213,1.22,"kinesin family member 23","244427_at",0.000107,1.82e-05,-5.2495397,2.549128,-0.71429809,"kinesin family member 23"
"317","KLB","235708_at",2.73e-07,5.55e-08,-5.69,7.3040942,-1.12,"klotho beta","244276_at",0.212,0.0020757,-3.46,-2.90061,-1.63,"klotho beta","235708_at",0.0299,0.0138,-2.6446216,-3.881189,-0.92434513,"klotho beta"
"318","KLHL31","239398_at",3.31e-09,5.4e-10,-6.59,11.8350022,-1,"kelch like family member 31","239398_at",0.292,0.00940777,-2.83,-4.35436,-0.91,"kelch like family member 31","239398_at",0.000425,9.27e-05,-4.6280293,0.939356,-1.69035449,"kelch like family member 31"
"319","KLHL5","220682_s_at",4.38e-19,2.36e-20,10.6,35.4122054,1.17,"kelch like family member 5","233866_at",0.373,0.01976267,2.5,-5.05086,0.914,"kelch like family member 5","226001_at",8.53e-08,2.66e-09,8.8878751,11.364789,1.2538663,"kelch like family member 5"
"320","KLRC4-KLRK1","205821_at",0.00318,0.00112,3.32,-2.1975856,0.758,"KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1","205821_at",0.305,0.01075629,2.77,-4.4811,0.631,"KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1","205821_at",0.000174,3.24e-05,5.0294942,1.979061,0.7983529,"KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1"
"321","KRT15","204734_at",3.78e-16,2.84e-17,-9.45,28.3797712,-1.14,"keratin 15","204734_at",0.348,0.01624881,-2.59,-4.86861,-0.686,"keratin 15","204734_at",0.006,0.00209,-3.4229173,-2.09898,-0.90669826,"keratin 15"
"322","KRT16","209800_at",8.98e-50,1.27e-52,22.5,109.301356,3.2,"keratin 16","209800_at",0.236,0.00336206,3.26,-3.36866,2,"keratin 16","209800_at",2.56e-06,2.03e-07,7.0211076,7.029924,2.29204841,"keratin 16"
"323","KRT6A","209125_at",2.74e-35,2.32e-37,16.6,74.3578048,1.73,"keratin 6A","209125_at",0.322,0.01288975,2.69,-4.65161,1.03,"keratin 6A","209125_at",2.44e-05,3.13e-06,5.9299684,4.300248,1.36720756,"keratin 6A"
"324","KRT6B","209126_x_at",3.48e-38,2.17e-40,17.7,81.2989788,1.75,"keratin 6B","209126_x_at",0.288,0.00896922,2.85,-4.3091,1.08,"keratin 6B","209126_x_at",0.000216,4.19e-05,4.9312966,1.724536,1.05478823,"keratin 6B"
"325","KRT6C","214580_x_at",5.24e-38,3.36e-40,17.7,80.8626277,1.6,"keratin 6C///keratin 6B///keratin 6A","214580_x_at",0.258,0.00564376,3.05,-3.86734,1.21,"keratin 6C///keratin 6B///keratin 6A","214580_x_at",5.29e-06,4.94e-07,6.6613546,6.143613,1.50793869,"keratin 6C///keratin 6B///keratin 6A"
"326","KRT77","237120_at",4.46e-44,1.42e-46,-20.1,95.4625091,-2.21,"keratin 77","237120_at",0.471,0.04062661,-2.17,-5.71048,-0.986,"keratin 77","237120_at",0.000188,3.54e-05,-4.9953825,1.890644,-2.78535566,"keratin 77"
"327","KYNU","210663_s_at",4.44e-78,3.25e-82,36.6,176.6052097,7.31,"kynureninase","217388_s_at",0.184,0.00097724,3.77,-2.16346,1.67,"kynureninase","204385_at",1.75e-06,1.26e-07,7.2186865,7.510199,2.03339933,"kynureninase"
"328","LAMC3","219407_s_at",2.14e-10,3.05e-11,-7.12,14.658737,-1.42,"laminin subunit gamma 3","219407_s_at",0.47,0.04018973,-2.17,-5.70074,-0.878,"laminin subunit gamma 3","219407_s_at",0.000419,9.14e-05,-4.633487,0.953462,-0.76787441,"laminin subunit gamma 3"
"329","LAMP3","205569_at",5.89e-31,8.07e-33,15,63.9532503,1.69,"lysosomal associated membrane protein 3","205569_at",0.395,0.02339569,2.43,-5.20701,1.3,"lysosomal associated membrane protein 3","205569_at",0.00163,0.000452,4.021497,-0.614979,0.62930613,"lysosomal associated membrane protein 3"
