"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"251","ME2","210154_at",5.67e-05,1.54e-05,4.45,1.8630234,0.659,"malic enzyme 2","ILMN_1675186",0.00968477,0.00109,3.5973386,-1.0295,0.7368579,"malic enzyme 2","210154_at",4.95e-06,4.56e-07,6.6933001,6.222909,0.94879071,"malic enzyme 2"
"252","MFSD8","229509_at",4.17e-09,6.9e-10,6.54,11.5953568,0.836,"major facilitator superfamily domain containing 8","ILMN_2123119",0.01027991,0.00118,3.5662211,-1.10843,0.9347711,"major facilitator superfamily domain containing 8","243407_at",8.65e-07,5.17e-08,-7.589535,8.3985,-0.97670785,"major facilitator superfamily domain containing 8"
"253","MIB2","228261_at",1.29e-08,2.25e-09,6.32,10.4349673,0.952,"mindbomb E3 ubiquitin protein ligase 2","ILMN_2385178",0.01131325,0.00137,-3.5134067,-1.24176,-0.9353675,"mindbomb E3 ubiquitin protein ligase 2","226644_at",2.55e-06,2.02e-07,-7.0232555,7.035171,-0.6856371,"mindbomb E3 ubiquitin protein ligase 2"
"254","MIR99AHG","239999_at",6.41e-24,2.02e-25,-12.4,47.0059983,-1.12,"mir-99a-let-7c cluster host gene","ILMN_1690703",1.196e-05,2.14e-08,7.422163,9.28977,1.6120014,"mir-99a-let-7c cluster host gene","239999_at",7.67e-05,1.23e-05,-5.4000283,2.938347,-1.59638087,"mir-99a-let-7c cluster host gene"
"255","MLKL","238025_at",9.14e-18,5.68e-19,10.1,32.256313,1.81,"mixed lineage kinase domain like","ILMN_1667825",0.00080352,2.66e-05,4.9144987,2.4866,1.184108,"mixed lineage kinase domain like","238025_at",2.66e-08,5.74e-10,9.5991084,12.892477,1.38651591,"mixed lineage kinase domain like"
"256","MLLT10","1563321_s_at",5.67e-08,1.07e-08,-6.02,8.9142451,-1.51,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10","ILMN_2399310",0.03252314,0.00616,2.9365082,-2.63656,0.9497577,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10","1563321_s_at",0.000121,2.11e-05,-5.1934601,2.403922,-0.63593682,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
"257","MLPH","218211_s_at",3.91e-09,6.44e-10,-6.56,11.6631821,-0.806,"melanophilin","ILMN_1795342",0.00137679,5.96e-05,-4.6334146,1.7168,-1.0383166,"melanophilin","218211_s_at",0.00657,0.00232,-3.3812596,-2.199351,-0.82458991,"melanophilin"
"258","MMP28","239273_s_at",9.29e-05,2.6e-05,-4.33,1.3606227,-0.651,"matrix metallopeptidase 28","ILMN_1791508",0.01485651,0.00202,-3.3661958,-1.6089,-0.8822728,"matrix metallopeptidase 28","239273_s_at",3.69e-08,8.99e-10,-9.3877669,12.445699,-1.37093856,"matrix metallopeptidase 28"
"259","MOB3B","219265_at",4.36e-21,1.88e-22,11.3,40.2137546,1.35,"MOB kinase activator 3B","ILMN_1717046",0.01125392,0.00135,3.5170448,-1.23261,0.8774496,"MOB kinase activator 3B","1563521_at",0.000126,2.22e-05,-5.1740639,2.353684,-0.83635518,"MOB kinase activator 3B"
"260","MTHFD2","201761_at",1.7e-16,1.23e-17,9.58,29.2091251,0.716,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","ILMN_1674706",0.01080056,0.00127,3.5391045,-1.17699,0.6707065,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","201761_at",3.3e-07,1.52e-08,8.112513,9.620724,1.0643115,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"261","MTUS1","212093_s_at",1.77e-05,4.5e-06,-4.74,3.0443033,-0.605,"microtubule associated tumor suppressor 1","ILMN_2346727",0.0247481,0.00419,3.0877717,-2.28298,1.1300195,"microtubule associated tumor suppressor 1","239576_at",2.37e-05,3.03e-06,-5.9431721,4.333948,-1.63562991,"microtubule associated tumor suppressor 1"
"262","MYH14","219946_x_at",2.75e-22,1.03e-23,-11.8,43.1031797,-1.71,"myosin, heavy chain 14, non-muscle","ILMN_2392370",0.00027504,4.72e-06,-5.5136902,4.1383,-0.9322224,"myosin, heavy chain 14, non-muscle","217545_at",5.36e-05,8.01e-06,-5.5653689,3.364958,-0.60356888,"myosin, heavy chain 14, non-muscle"
"263","MYNN","224206_x_at",1.4e-10,1.95e-11,7.2,15.0986637,0.642,"myoneurin","ILMN_1672287",0.00111829,4.31e-05,4.7463621,2.02543,1.0222897,"myoneurin","237510_at",0.000193,3.66e-05,-4.9825198,1.857304,-0.7935314,"myoneurin"
"264","MYO1B","212365_at",5.66e-37,4.07e-39,17.3,78.3833859,2.74,"myosin IB","ILMN_2093027",0.00850503,0.000896,3.6687261,-0.84739,0.8350216,"myosin IB","212365_at",7.38e-08,2.24e-09,8.9659998,11.535965,1.39532665,"myosin IB"
"265","MYO5A","204527_at",1.69e-50,2.2e-53,22.8,111.0396896,1.96,"myosin VA","ILMN_1698225",0.00282125,0.00018,4.2460767,0.66864,1.0600667,"myosin VA","204527_at",0.000354,7.48e-05,4.7100074,1.151358,0.59008444,"myosin VA"
"266","MYRFL","1556267_at",3.46e-08,6.35e-09,-6.12,9.4205367,-0.95,"myelin regulatory factor-like","ILMN_1787199",0.00044235,1.01e-05,5.2492123,3.40855,0.997608,"myelin regulatory factor-like","1556267_at",1.76e-06,1.27e-07,-7.2155883,7.502705,-1.78393949,"myelin regulatory factor-like"
"267","N4BP2L2","1565743_at",4.16e-10,6.14e-11,-6.99,13.9702679,-0.62,"NEDD4 binding protein 2 like 2","ILMN_1737561",0.00985508,0.00112,3.5876332,-1.05414,1.784281,"NEDD4 binding protein 2 like 2","202259_s_at",5.66e-05,8.56e-06,-5.5401059,3.299857,-0.80331253,"NEDD4 binding protein 2 like 2"
"268","NASP","201970_s_at",1.24e-09,1.93e-10,6.78,12.8464053,0.605,"nuclear autoantigenic sperm protein","ILMN_2348975",0.01512637,0.00208,3.355582,-1.6351,0.6003221,"nuclear autoantigenic sperm protein","242918_at",0.00259,0.000779,-3.810991,-1.144551,-0.88078056,"nuclear autoantigenic sperm protein"
"269","NCAPH2","40640_at",8.22e-37,5.94e-39,17.2,78.0069261,2.46,"non-SMC condensin II complex subunit H2","ILMN_1715908",0.00517139,0.000433,-3.932542,-0.16329,-0.6198589,"non-SMC condensin II complex subunit H2","40640_at",0.00344,0.00109,3.6814075,-1.466783,0.61580877,"non-SMC condensin II complex subunit H2"
"270","NCBP2","201521_s_at",7.84e-30,1.23e-31,14.6,61.2429241,1.96,"nuclear cap binding protein subunit 2","ILMN_2412564",0.00014826,1.93e-06,5.8249427,4.99571,0.6835964,"nuclear cap binding protein subunit 2","201521_s_at",1.06e-07,3.52e-09,8.7600243,11.082861,0.83114976,"nuclear cap binding protein subunit 2"
"271","NECTIN1","211846_s_at",2.36e-12,2.67e-13,7.94,19.3267941,1.27,"nectin cell adhesion molecule 1","ILMN_1744815",0.03370358,0.00647,-2.9173787,-2.68058,-0.7238673,"nectin cell adhesion molecule 1","225211_at",0.00177,0.000499,-3.983903,-0.710047,-0.7740496,"nectin cell adhesion molecule 1"
"272","NECTIN2","232079_s_at",5.23e-09,8.71e-10,6.5,11.3660049,0.847,"nectin cell adhesion molecule 2","ILMN_2337336",0.00345604,0.000241,-4.1413525,0.38881,-0.7312585,"nectin cell adhesion molecule 2","225418_at",8.42e-06,8.66e-07,6.4364954,5.582381,0.73020072,"nectin cell adhesion molecule 2"
"273","NFIC","213298_at",5.44e-14,5.15e-15,-8.6,23.2301681,-0.954,"nuclear factor I C","ILMN_1814402",0.00969111,0.00109,-3.596856,-1.03072,-0.6465621,"nuclear factor I C","226895_at",8.82e-05,1.46e-05,-5.3357155,2.772101,-0.59317453,"nuclear factor I C"
"274","NFIX","229834_at",6.83e-05,1.87e-05,-4.4,1.6723786,-0.628,"nuclear factor I X","ILMN_1694325",0.01443615,0.00193,-3.3832267,-1.56678,-1.0373865,"nuclear factor I X","227400_at",7.67e-05,1.23e-05,-5.400407,2.939325,-0.73380818,"nuclear factor I X"
"275","NGDN","216263_s_at",8.63e-13,9.34e-14,-8.12,20.3658951,-0.708,"neuroguidin","ILMN_2324998",0.04030674,0.00826,2.8195087,-2.90324,0.7962558,"neuroguidin","216263_s_at",5.82e-06,5.57e-07,-6.6133025,6.024129,-0.95850574,"neuroguidin"
"276","NIPAL4","230188_at",2.55e-32,2.96e-34,15.5,67.2444141,1.64,"NIPA like domain containing 4","ILMN_1713638",0.02073562,0.00325,-3.186023,-2.04837,-0.9145045,"NIPA like domain containing 4","230188_at",0.000959,0.000241,-4.2625834,-0.001124,-1.09900782,"NIPA like domain containing 4"
"277","NIPBL","213918_s_at",3.33e-16,2.48e-17,9.47,28.512539,0.982,"NIPBL, cohesin loading factor","ILMN_2264625",0.00401116,0.000298,4.0659503,0.18849,1.1724906,"NIPBL, cohesin loading factor","242352_at",0.0229,0.0101,-2.7791389,-3.589443,-0.64409353,"NIPBL, cohesin loading factor"
"278","NKTR","231235_at",2.94e-06,6.79e-07,-5.16,4.8703742,-0.602,"natural killer cell triggering receptor","ILMN_1721621",0.00885524,0.00095,3.6473459,-0.90208,1.4662452,"natural killer cell triggering receptor","1570342_at",0.00168,0.000468,-4.0083067,-0.648357,-0.68212442,"natural killer cell triggering receptor"
"279","NMI","203964_at",1.9e-38,1.15e-40,17.8,81.9306479,1.14,"N-myc and STAT interactor","ILMN_1739541",0.00792088,0.000808,3.7066218,-0.75017,0.9702025,"N-myc and STAT interactor","203964_at",3.98e-06,3.52e-07,6.7985235,6.483295,0.63497655,"N-myc and STAT interactor"
"280","NMT2","215069_at",1.1e-06,2.42e-07,-5.38,5.8722727,-0.743,"N-myristoyltransferase 2","ILMN_1656378",0.03144883,0.00589,2.9546359,-2.5947,0.6640085,"N-myristoyltransferase 2","215069_at",0.000215,4.16e-05,-4.9341235,1.731863,-0.9873343,"N-myristoyltransferase 2"
"281","NOL3","1558738_at",1.25e-22,4.49e-24,-11.9,43.9234196,-1.68,"nucleolar protein 3","ILMN_1813925",0.02760731,0.00487,-3.0291042,-2.42124,-0.7095798,"nucleolar protein 3","221566_s_at",5.47e-07,2.92e-08,-7.8327009,8.971309,-0.74109573,"nucleolar protein 3"
"282","NRBF2","223650_s_at",5.93e-22,2.31e-23,11.6,42.2958829,2.32,"nuclear receptor binding factor 2","ILMN_1719344",0.02647661,0.0046,3.051576,-2.36845,0.8409105,"nuclear receptor binding factor 2","221803_s_at",7.03e-06,6.98e-07,6.5227495,5.798292,0.62230718,"nuclear receptor binding factor 2"
"283","NT5DC1","223177_at",5.94e-23,2.06e-24,12,44.6982028,0.818,"5'-nucleotidase domain containing 1","ILMN_1680673",0.0217643,0.00349,3.1593661,-2.11239,0.7460752,"5'-nucleotidase domain containing 1","235830_at",1.23e-05,1.37e-06,-6.2534513,5.121736,-0.61200187,"5'-nucleotidase domain containing 1"
"284","NUDT5","223100_s_at",5.12e-31,6.97e-33,15,64.0987865,1.17,"nudix hydrolase 5","ILMN_1711314",0.00292529,0.000189,4.2278176,0.61972,1.098563,"nudix hydrolase 5","222824_at",1.1e-05,1.2e-06,-6.3059775,5.254253,-0.60120793,"nudix hydrolase 5"
"285","NUMA1","214250_at",5.46e-20,2.67e-21,-10.9,37.5769153,-1.24,"nuclear mitotic apparatus protein 1","ILMN_2160005",0.0139303,0.00184,-3.4011099,-1.52245,-0.953387,"nuclear mitotic apparatus protein 1","1554663_a_at",0.00025,4.96e-05,-4.8664122,1.556385,-0.7963328,"nuclear mitotic apparatus protein 1"
"286","NUP62CL","220520_s_at",7.28e-18,4.47e-19,10.1,32.4946313,0.705,"nucleoporin 62 C-terminal like","ILMN_1756550",0.00548655,0.000476,3.8988481,-0.25155,0.7432731,"nucleoporin 62 C-terminal like","232960_at",0.00165,0.00046,-4.0150332,-0.631339,-0.83133909,"nucleoporin 62 C-terminal like"
"287","OAS1","205552_s_at",2.11e-44,6.38e-47,20.2,96.2555378,4.8,"2'-5'-oligoadenylate synthetase 1","ILMN_2410826",0.00324477,0.00022,4.1745368,0.47729,1.2061049,"2'-5'-oligoadenylate synthetase 1","205552_s_at",0.000359,7.6e-05,4.7038405,1.135402,0.82581831,"2'-5'-oligoadenylate synthetase 1"
"288","OAS2","204972_at",6.42e-46,1.6e-48,20.8,99.9208459,4.46,"2'-5'-oligoadenylate synthetase 2","ILMN_1674063",0.00058694,1.58e-05,5.0950289,2.98342,1.8368148,"2'-5'-oligoadenylate synthetase 2","204972_at",5.04e-08,1.37e-09,9.1932476,12.029138,1.83556287,"2'-5'-oligoadenylate synthetase 2"
"289","OFD1","241751_at",2.49e-12,2.83e-13,-7.93,19.2699511,-0.768,"OFD1, centriole and centriolar satellite protein","ILMN_1785266",0.00309052,0.000207,4.1967919,0.53673,1.0015174,"OFD1, centriole and centriolar satellite protein","241751_at",8.19e-05,1.33e-05,-5.3700055,2.860758,-1.08421672,"OFD1, centriole and centriolar satellite protein"
"290","OGDH","201282_at",0.00136,0.00045,3.58,-1.3441913,0.627,"oxoglutarate dehydrogenase","ILMN_1733869",0.00886799,0.000954,-3.6456285,-0.90646,-0.9036922,"oxoglutarate dehydrogenase","1554152_a_at",0.000459,0.000102,-4.5927608,0.848234,-0.62232245,"oxoglutarate dehydrogenase"
"291","OVGP1","205432_at",7.19e-06,1.74e-06,-4.96,3.9602041,-1.16,"oviductal glycoprotein 1","ILMN_1734542",0.01045675,0.00121,3.557213,-1.13123,0.7515609,"oviductal glycoprotein 1","205432_at",8.47e-05,1.39e-05,-5.3541799,2.819846,-0.70426136,"oviductal glycoprotein 1"
"292","OXCT1","202780_at",6.3e-17,4.33e-18,9.75,30.2417055,0.661,"3-oxoacid CoA-transferase 1","ILMN_1813544",0.03498175,0.00681,2.8969908,-2.72732,0.8038946,"3-oxoacid CoA-transferase 1","202780_at",2.53e-06,2.01e-07,-7.0263703,7.042778,-0.72478987,"3-oxoacid CoA-transferase 1"
"293","PAK6","219461_at",1.1e-18,6.24e-20,10.4,34.4479338,1.01,"p21 (RAC1) activated kinase 6","ILMN_1708223",0.01940954,0.00295,-3.2233348,-1.95831,-0.7869991,"p21 (RAC1) activated kinase 6","1555310_a_at",0.000425,9.29e-05,-4.6275454,0.938106,-1.1810686,"p21 (RAC1) activated kinase 6"
"294","PAOX","238333_s_at",9.76e-10,1.5e-10,6.83,13.0908702,2.26,"polyamine oxidase (exo-N4-amino)","ILMN_1765116",0.00255716,0.000154,-4.299571,0.81224,-0.5934306,"polyamine oxidase (exo-N4-amino)","50400_at",0.00015,2.74e-05,5.0937026,2.145473,0.89085469,"polyamine oxidase (exo-N4-amino)"
"295","PAPD4","1556277_a_at",3.78e-11,4.92e-12,-7.44,16.4541403,-0.914,"poly(A) RNA polymerase D4, non-canonical","ILMN_1681845",0.03385459,0.00651,2.9148639,-2.68636,0.8213147,"poly(A) RNA polymerase D4, non-canonical","238706_at",0.000151,2.77e-05,-5.0897357,2.135192,-1.01902939,"poly(A) RNA polymerase D4, non-canonical"
"296","PAPOLA","228569_at",3.26e-25,8.85e-27,-12.8,50.1166807,-0.722,"poly(A) polymerase alpha","ILMN_1798354",0.0443591,0.00939,2.767205,-3.02042,0.6849177,"poly(A) polymerase alpha","228569_at",1.31e-06,8.75e-08,-7.369572,7.873725,-0.64234984,"poly(A) polymerase alpha"
"297","PARP14","224701_at",1.4e-28,2.57e-30,14.1,58.2190309,0.929,"poly(ADP-ribose) polymerase family member 14","ILMN_1691731",0.00530461,0.000453,3.9159879,-0.20668,0.9792602,"poly(ADP-ribose) polymerase family member 14","224701_at",0.000131,2.33e-05,5.1561156,2.307189,0.60816052,"poly(ADP-ribose) polymerase family member 14"
"298","PAWR","204005_s_at",5.12e-24,1.59e-25,12.4,47.2416099,0.994,"pro-apoptotic WT1 regulator","ILMN_1806907",0.0068747,0.000662,3.7792446,-0.56283,1.2618564,"pro-apoptotic WT1 regulator","226223_at",1.91e-06,1.41e-07,-7.1721212,7.397437,-0.73495775,"pro-apoptotic WT1 regulator"
"299","PCM1","228905_at",4.66e-22,1.79e-23,-11.7,42.5489924,-0.744,"pericentriolar material 1","ILMN_2042595",0.00052345,1.3e-05,5.1613167,3.16613,1.7566257,"pericentriolar material 1","228905_at",1.57e-06,1.1e-07,-7.2747934,7.645709,-0.86194142,"pericentriolar material 1"
"300","PDCD5","219275_at",8.31e-20,4.14e-21,10.8,37.141201,0.981,"programmed cell death 5","ILMN_2228710",3.36e-06,2.34e-09,8.2450133,11.38952,1.8316383,"programmed cell death 5","227751_at",1.24e-06,8.18e-08,-7.3973453,7.940327,-1.07439439,"programmed cell death 5"
"301","PDCD6","203415_at",9.99e-24,3.22e-25,12.3,46.5445194,0.86,"programmed cell death 6","ILMN_1733931",0.03390024,0.00652,2.914182,-2.68792,0.6506291,"programmed cell death 6","222152_at",1.56e-06,1.09e-07,-7.277699,7.652716,-0.9812746,"programmed cell death 6"
"302","PDCD6IP","222394_at",1.32e-18,7.56e-20,-10.4,34.2581252,-0.836,"programmed cell death 6 interacting protein","ILMN_1693259",0.04520325,0.00964,2.7564714,-3.0443,0.9924059,"programmed cell death 6 interacting protein","222394_at",0.00013,2.31e-05,-5.1578689,2.311731,-0.66880185,"programmed cell death 6 interacting protein"
"303","PDS5B","215888_at",2.1e-06,4.77e-07,-5.24,5.2128214,-0.841,"PDS5 cohesin associated factor B","ILMN_1746696",0.01579724,0.00222,3.3307046,-1.69637,0.6003449,"PDS5 cohesin associated factor B","215888_at",0.000145,2.62e-05,-5.1102863,2.188447,-0.89031086,"PDS5 cohesin associated factor B"
"304","PDSS1","220865_s_at",2.06e-29,3.41e-31,14.4,60.2290631,1.59,"prenyl (decaprenyl) diphosphate synthase, subunit 1","ILMN_1703324",0.02866723,0.00516,3.0067045,-2.47366,0.9804832,"prenyl (decaprenyl) diphosphate synthase, subunit 1","236298_at",3.09e-07,1.4e-08,-8.1488577,9.704304,-0.92326767,"prenyl (decaprenyl) diphosphate synthase, subunit 1"
"305","PDXK","202671_s_at",1.68e-13,1.69e-14,8.41,22.0536727,1.42,"pyridoxal (pyridoxine, vitamin B6) kinase","ILMN_1672504",0.03414256,0.00659,-2.9101537,-2.69717,-0.807629,"pyridoxal (pyridoxine, vitamin B6) kinase","218018_at",2.24e-08,4.6e-10,9.7046771,13.113396,1.46520697,"pyridoxal (pyridoxine, vitamin B6) kinase"
"306","PGAP1","244321_at",4.89e-07,1.03e-07,5.56,6.7049719,0.67,"post-GPI attachment to proteins 1","ILMN_2185665",0.0317555,0.00596,2.9496377,-2.60625,0.9585733,"post-GPI attachment to proteins 1","213469_at",6.93e-09,9.29e-11,-10.4867312,14.703938,-1.21012737,"post-GPI attachment to proteins 1"
"307","PHKB","238601_at",6.29e-20,3.1e-21,-10.9,37.4287464,-1.23,"phosphorylase kinase regulatory subunit beta","ILMN_1800447",0.01004187,0.00115,3.5774337,-1.08002,0.7964476,"phosphorylase kinase regulatory subunit beta","242248_at",0.0162,0.00671,-2.9500072,-3.207957,-0.72286616,"phosphorylase kinase regulatory subunit beta"
"308","PHYHD1","226846_at",1.12e-26,2.62e-28,-13.4,53.6192335,-1.5,"phytanoyl-CoA dioxygenase domain containing 1","ILMN_2183692",0.00069509,2.07e-05,-5.0010443,2.72461,-0.883283,"phytanoyl-CoA dioxygenase domain containing 1","226846_at",4.68e-06,4.26e-07,-6.7209662,6.291491,-0.9391406,"phytanoyl-CoA dioxygenase domain containing 1"
"309","PHYHIP","205325_at",7.87e-25,2.25e-26,-12.7,49.1876722,-3.34,"phytanoyl-CoA 2-hydroxylase interacting protein","ILMN_1713387",0.00095931,3.49e-05,-4.8200533,2.22733,-1.1344089,"phytanoyl-CoA 2-hydroxylase interacting protein","205325_at",3.47e-08,8.22e-10,-9.4297839,12.535004,-2.46920292,"phytanoyl-CoA 2-hydroxylase interacting protein"
"310","PIAS2","214442_s_at",4.08e-19,2.19e-20,10.6,35.4891572,1.61,"protein inhibitor of activated STAT 2","ILMN_1694799",0.02835497,0.00506,3.0143371,-2.45583,0.6240825,"protein inhibitor of activated STAT 2","235107_at",1.33e-06,8.91e-08,-7.3618336,7.855151,-0.78697669,"protein inhibitor of activated STAT 2"
"311","PIK3C2G","215129_at",1.9e-12,2.13e-13,-7.98,19.5517733,-1.38,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","ILMN_1738993",0.03498175,0.00681,2.8970433,-2.7272,0.8254177,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","215129_at",5.95e-07,3.24e-08,-7.7879394,8.866453,-1.87427987,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma"
"312","PKP3","209872_s_at",1.01e-16,7.09e-18,9.67,29.7529393,1.01,"plakophilin 3","ILMN_1753457",0.01436435,0.00192,-3.3859386,-1.56007,-0.8069331,"plakophilin 3","209873_s_at",2.55e-05,3.31e-06,-5.9080153,4.244189,-1.11335748,"plakophilin 3"
"313","PLA2G4F","235958_at",4e-09,6.59e-10,6.55,11.6396993,0.598,"phospholipase A2 group IVF","ILMN_1744211",0.01323077,0.00172,-3.4278078,-1.45608,-0.9178979,"phospholipase A2 group IVF","235958_at",0.000351,7.42e-05,-4.712985,1.159063,-0.92368939,"phospholipase A2 group IVF"
"314","PLLP","204519_s_at",3.33e-24,1.02e-25,-12.5,47.6876301,-2.19,"plasmolipin","ILMN_2082865",0.02987811,0.00547,-2.9837915,-2.52707,-0.8633923,"plasmolipin","204519_s_at",5.94e-05,9.07e-06,-5.5175819,3.241788,-1.77493247,"plasmolipin"
"315","PMEL","209848_s_at",2.58e-06,5.92e-07,5.19,5.0032621,0.849,"premelanosome protein","ILMN_1665994",2.78e-06,1.41e-09,-8.436841,11.86564,-3.0623019,"premelanosome protein","209848_s_at",0.000119,2.07e-05,-5.2012145,2.424005,-0.87558225,"premelanosome protein"
"316","PMEPA1","222450_at",7.71e-15,6.64e-16,-8.94,25.2566407,-0.603,"prostate transmembrane protein, androgen induced 1","ILMN_1734276",0.01827817,0.00272,-3.2542191,-1.88338,-0.6605297,"prostate transmembrane protein, androgen induced 1","222449_at",9.71e-08,3.15e-09,8.8114329,11.196493,1.10418211,"prostate transmembrane protein, androgen induced 1"
"317","PNPLA7","228383_at",3.31e-14,3.06e-15,-8.69,23.7434946,-1.04,"patatin like phospholipase domain containing 7","ILMN_1662587",0.04201472,0.00872,-2.797613,-2.95245,-0.6449961,"patatin like phospholipase domain containing 7","228383_at",7.41e-06,7.44e-07,-6.4974056,5.73493,-0.91018035,"patatin like phospholipase domain containing 7"
"318","PON2","210830_s_at",8.36e-25,2.4e-26,12.7,49.1241231,1.11,"paraoxonase 2","ILMN_1714158",0.00747273,0.00074,3.7388863,-0.6671,0.963796,"paraoxonase 2","242700_at",0.000325,6.75e-05,-4.7494068,1.253331,-0.77840242,"paraoxonase 2"
"319","POSTN","210809_s_at",1.09e-32,1.21e-34,-15.6,68.1308965,-1.04,"periostin","ILMN_1790761",0.00052026,1.28e-05,5.16761,3.18348,1.8725076,"periostin","1555778_a_at",7.53e-07,4.36e-08,7.6620327,8.57009,1.44377611,"periostin"
"320","POU2F3","215355_at",1.07e-15,8.42e-17,-9.27,27.3017289,-1.35,"POU class 2 homeobox 3","ILMN_1773613",0.00761327,0.00076,-3.7288118,-0.69307,-0.9949495,"POU class 2 homeobox 3","207109_at",3.3e-07,1.52e-08,-8.1129717,9.62178,-1.56480531,"POU class 2 homeobox 3"
"321","PPA2","1556285_s_at",4.61e-14,4.32e-15,8.63,23.4032337,0.81,"pyrophosphatase (inorganic) 2","ILMN_1687785",0.01497286,0.00205,3.3619955,-1.61928,1.0310182,"pyrophosphatase (inorganic) 2","1559496_at",2.06e-06,1.56e-07,-7.1304343,7.296263,-1.75462637,"pyrophosphatase (inorganic) 2"
"322","PPIL1","222500_at",3.33e-17,2.22e-18,9.86,30.9059114,0.889,"peptidylprolyl isomerase like 1","ILMN_2054392",0.00091093,3.19e-05,4.8516541,2.31402,0.9661389,"peptidylprolyl isomerase like 1","222500_at",1.59e-06,1.12e-07,7.2680866,7.629531,0.7269106,"peptidylprolyl isomerase like 1"
"323","PPM1M","226074_at",8.46e-11,1.15e-11,-7.29,15.6157112,-0.811,"protein phosphatase, Mg2+/Mn2+ dependent 1M","ILMN_1657810",0.0188754,0.00285,-3.2366352,-1.92609,-0.7266138,"protein phosphatase, Mg2+/Mn2+ dependent 1M","226074_at",0.000338,7.07e-05,4.7313242,1.206524,0.63395773,"protein phosphatase, Mg2+/Mn2+ dependent 1M"
"324","PPP1R2","202166_s_at",7.78e-21,3.46e-22,11.2,39.607598,1.58,"protein phosphatase 1 regulatory inhibitor subunit 2","ILMN_1683044",0.04538081,0.0097,2.7540169,-3.04976,0.6957585,"protein phosphatase 1 regulatory inhibitor subunit 2","202166_s_at",4.85e-05,7.11e-06,5.6114123,3.483522,0.67700638,"protein phosphatase 1 regulatory inhibitor subunit 2"
"325","PPP2R3C","239188_at",1.08e-05,2.66e-06,-4.86,3.5488503,-0.705,"protein phosphatase 2 regulatory subunit B''gamma","ILMN_1662617",0.0014158,6.23e-05,4.6178426,1.67433,1.2476067,"protein phosphatase 2 regulatory subunit B''gamma","218852_at",1.96e-08,3.82e-10,9.7939844,13.299121,0.76737902,"protein phosphatase 2 regulatory subunit B''gamma"
"326","PPP4R3B","224474_x_at",7.05e-08,1.34e-08,5.97,8.6891867,0.742,"protein phosphatase 4 regulatory subunit 3B","ILMN_1661650",0.04023481,0.00824,2.8204611,-2.9011,0.9315539,"protein phosphatase 4 regulatory subunit 3B","1568627_at",1.7e-05,2.04e-06,-6.0982741,4.728772,-0.62184726,"protein phosphatase 4 regulatory subunit 3B"
"327","PRSS8","202525_at",2.11e-22,7.8e-24,11.8,43.3740728,1.61,"protease, serine 8","ILMN_1796461",0.00343948,0.000239,-4.1445809,0.39741,-1.0398077,"protease, serine 8","202525_at",0.00302,0.000933,-3.7408044,-1.319477,-1.0574914,"protease, serine 8"
"328","PSD4","203317_at",8.37e-18,5.18e-19,10.1,32.3491447,0.995,"pleckstrin and Sec7 domain containing 4","ILMN_2154115",0.00014121,1.79e-06,-5.8506758,5.06645,-0.8912858,"pleckstrin and Sec7 domain containing 4","236616_at",2.55e-08,5.42e-10,-9.6261282,12.949163,-1.65656239,"pleckstrin and Sec7 domain containing 4"
"329","PSMA3","201532_at",6.68e-27,1.52e-28,13.5,54.1597642,0.604,"proteasome subunit alpha 3","ILMN_2318011",0.00010944,1.16e-06,6.0024874,5.48314,1.5760728,"proteasome subunit alpha 3","232648_at",0.00118,0.000309,-4.167436,-0.244182,-0.8354619,"proteasome subunit alpha 3"
"330","PSORS1C2","220635_at",3.71e-11,4.83e-12,7.44,16.4723614,2.36,"psoriasis susceptibility 1 candidate 2","ILMN_1653447",0.01704785,0.00248,-3.2897275,-1.79682,-1.4130187,"psoriasis susceptibility 1 candidate 2","220635_at",0.00757,0.00274,-3.3152513,-2.357435,-1.3323833,"psoriasis susceptibility 1 candidate 2"
"331","PSPC1","226574_at",1.25e-20,5.65e-22,11.1,39.1200119,0.754,"paraspeckle component 1","ILMN_1724490",0.00194205,0.000103,4.4419345,1.19636,1.2954319,"paraspeckle component 1","243997_x_at",1.29e-05,1.45e-06,-6.2310198,5.065066,-1.18118683,NA
