"","Gene.symbol","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"119","CCDC120","ILMN_1714710",0.01626226,0.00232,-3.3142892,-1.73668,-0.8810475,"coiled-coil domain containing 120","239403_at",0.000434,9.53e-05,-4.6177515,0.912796,-0.68680932,"coiled-coil domain containing 120"
"120","CCDC146","ILMN_1790555",0.00326562,0.000222,4.1712236,0.46845,1.9648785,"coiled-coil domain containing 146","227091_at",6.71e-10,2.69e-12,-12.3628143,18.205857,-1.57669378,"coiled-coil domain containing 146"
"121","CCDC15","ILMN_1783676",0.00559392,0.000489,3.8885671,-0.27844,1.4142952,"coiled-coil domain containing 15","220466_at",3.71e-05,5.17e-06,-5.7352626,3.801841,-0.65456802,"coiled-coil domain containing 15"
"122","CCDC90B","ILMN_2232166",2.959e-05,9.86e-08,6.8707931,7.83506,1.7950556,"coiled-coil domain containing 90B","1568834_s_at",0.000151,2.76e-05,-5.0906336,2.137519,-1.03140326,"coiled-coil domain containing 90B"
"123","CCDC92","ILMN_1731107",0.01862662,0.00279,-3.2440976,-1.90798,-0.6089091,"coiled-coil domain containing 92","218175_at",1.42e-06,9.77e-08,7.3233801,7.762739,0.72884761,"coiled-coil domain containing 92"
"124","CCNC","ILMN_2409395",0.00226726,0.00013,4.3603797,0.97598,1.268207,"cyclin C","1569126_at",0.000762,0.000184,-4.3666691,0.265758,-1.01284236,"cyclin C"
"125","CCP110","ILMN_1773200",0.00081815,2.74e-05,4.9045046,2.45914,1.2157451,"centriolar coiled-coil protein 110","1569353_at",0.000108,1.84e-05,-5.2451937,2.537878,-1.06989507,"centriolar coiled-coil protein 110"
"126","CD207","ILMN_1718754",0.0065555,0.000617,-3.8044637,-0.49747,-1.240696,"CD207 molecule","220428_at",6.54e-07,3.65e-08,-7.7376342,8.748294,-2.09693922,"CD207 molecule"
"127","CD247","ILMN_2377669",0.01848704,0.00277,3.2478537,-1.89886,0.7399362,"CD247 molecule","210031_at",9.24e-08,2.95e-09,8.84032,11.260185,1.5966805,"CD247 molecule"
"128","CD248","ILMN_1726589",2.406e-05,6.47e-08,-7.022136,8.23781,-1.5211157,"CD248 molecule","219025_at",0.00049,0.000109,4.5650448,0.776666,0.88990499,"CD248 molecule"
"129","CD276","ILMN_2365307",0.02329813,0.00384,-3.1214135,-2.20307,-0.970277,"CD276 molecule","224859_at",8.63e-07,5.16e-08,7.5904721,8.400723,0.97704388,"CD276 molecule"
"130","CD3D","ILMN_2325837",0.0205502,0.00321,3.1908151,-2.03683,1.3581754,"CD3d molecule","213539_at",1.51e-08,2.65e-10,9.9698856,13.661816,1.47425468,"CD3d molecule"
"131","CD4","ILMN_1727284",0.03856317,0.00775,-2.8450378,-2.84558,-0.8168116,"CD4 molecule","203547_at",1.29e-07,4.54e-09,8.6462546,10.830103,1.19682703,"CD4 molecule"
"132","CD74","ILMN_1761464",0.00600521,0.000541,-3.8520351,-0.37378,-0.9919386,"CD74 molecule","1567627_at",6.39e-05,9.89e-06,5.4842154,3.155721,0.61278123,"CD74 molecule"
"133","CD99L2","ILMN_2388142",0.0284906,0.00509,-3.0120051,-2.46128,-0.6440994,"CD99 molecule like 2","223041_at",3.24e-06,2.73e-07,6.9015156,6.736943,0.73742474,"CD99 molecule like 2"
"134","CDCA7","ILMN_1737184",0.00146018,6.5e-05,4.6031382,1.63426,0.8173628,"cell division cycle associated 7","224428_s_at",9.91e-05,1.67e-05,-5.2826099,2.63472,-0.71428295,"cell division cycle associated 7"
"135","CDH4","ILMN_1769891",0.01887394,0.00285,-3.2367906,-1.92571,-1.2961181,"cadherin 4","220227_at",3.57e-06,3.08e-07,-6.8521107,6.615421,-1.29677385,"cadherin 4"
"136","CDKN3","ILMN_1666305",0.00019122,2.87e-06,5.6858133,4.61279,1.5495985,"cyclin dependent kinase inhibitor 3","1555758_a_at",0.00055,0.000125,4.5137294,0.644267,0.91498821,"cyclin dependent kinase inhibitor 3"
"137","CEBPA","ILMN_1715715",0.01113662,0.00133,-3.5226483,-1.21849,-1.0553041,"CCAAT/enhancer binding protein alpha","204039_at",2e-06,1.5e-07,-7.1470004,7.336494,-0.87734569,"CCAAT/enhancer binding protein alpha"
"138","CENPN","ILMN_1720526",7.077e-05,5.53e-07,6.2609269,6.18944,1.6494195,"centromere protein N","222118_at",0.000315,6.51e-05,4.7627567,1.287892,1.04638015,"centromere protein N"
"139","CENPU","ILMN_1679438",0.00078796,2.56e-05,4.9277349,2.52298,1.3132447,"centromere protein U","229304_s_at",5.94e-06,5.69e-07,-6.6042812,6.001669,-0.6187148,"centromere protein U"
"140","CEP135","ILMN_1693766",0.00177345,8.88e-05,4.4942394,1.33813,1.3028062,"centrosomal protein 135","207286_at",1.37e-05,1.57e-06,-6.200773,4.988578,-0.7641945,"centrosomal protein 135"
"141","CEP44","ILMN_2213199",0.0061039,0.000557,3.8416548,-0.40081,1.2955779,"centrosomal protein 44","231850_x_at",1.92e-05,2.36e-06,-6.0403449,4.581538,-0.622009,"centrosomal protein 44"
"142","CEP95","ILMN_1686135",0.00205882,0.000111,4.4147187,1.12272,1.5073185,"centrosomal protein 95","225705_at",1.75e-06,1.26e-07,-7.2170152,7.506156,-0.6099017,"centrosomal protein 95"
"143","CFDP1","ILMN_1800837",0.00108039,4.09e-05,4.764933,2.07628,0.9616837,"craniofacial development protein 1","210701_at",5.67e-05,8.57e-06,-5.5393339,3.297868,-1.41285563,"craniofacial development protein 1"
"144","CHAD","ILMN_1700652",0.0034804,0.000245,-4.136333,0.37545,-0.9603273,"chondroadherin","206869_at",0.00121,0.000317,-4.1581166,-0.267937,-0.64749864,"chondroadherin"
"145","CHD6","ILMN_2209163",0.04800452,0.0105,2.7232542,-3.11787,0.971116,"chromodomain helicase DNA binding protein 6","234681_s_at",0.00188,0.000536,-3.9558335,-0.780898,-0.61467902,"chromodomain helicase DNA binding protein 6"
"146","CHEK1","ILMN_1664630",0.0039594,0.000293,4.072018,0.20458,0.8677599,"checkpoint kinase 1","205394_at",0.00418,0.00137,3.590317,-1.691293,0.71358192,"checkpoint kinase 1"
"147","CHPF","ILMN_1731353",7.836e-05,6.95e-07,-6.1804753,5.97004,-0.9973252,"chondroitin polymerizing factor","202175_at",3.25e-06,2.74e-07,6.8990879,6.730979,0.8299867,"chondroitin polymerizing factor"
"148","CHST12","ILMN_1735058",0.00311037,0.000208,-4.1934672,0.52784,-0.8520264,"carbohydrate (chondroitin 4) sulfotransferase 12","218927_s_at",0.000102,1.74e-05,5.2671603,2.594738,0.65423795,"carbohydrate (chondroitin 4) sulfotransferase 12"
"149","CHST14","ILMN_1743340",0.00248146,0.000148,-4.3153671,0.85473,-0.621952,"carbohydrate sulfotransferase 14","226314_at",1.11e-06,7.12e-08,7.4557374,8.080033,0.68929756,"carbohydrate sulfotransferase 14"
"150","CHST15","ILMN_1670926",0.01987836,0.00306,-3.2094675,-1.99184,-0.6841615,"carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15","244874_at",1e-07,3.28e-09,8.7921798,11.153979,1.39174376,"carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15"
"151","CIRBP","ILMN_1674661",0.03180275,0.00597,-2.9488389,-2.6081,-0.8041701,"cold inducible RNA binding protein","230142_s_at",2.95e-05,3.95e-06,-5.8396095,4.069279,-0.87242003,"cold inducible RNA binding protein"
"152","CISD2","ILMN_1796397",0.00787447,8e-04,3.7102562,-0.74083,0.6808604,"CDGSH iron sulfur domain 2","226686_at",4.47e-07,2.25e-08,7.9435824,9.229908,0.78811692,"CDGSH iron sulfur domain 2"
"153","CKAP2","ILMN_1674411",0.00033489,6.32e-06,5.4125976,3.85938,1.1254541,"cytoskeleton associated protein 2","234884_x_at",7.97e-09,1.13e-10,10.3909107,14.513363,3.44552784,"cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1"
"154","CKB","ILMN_1671478",0.04538081,0.0097,-2.7540317,-3.04972,-0.7006301,"creatine kinase B","200884_at",1.69e-05,2.02e-06,-6.1026395,4.739856,-1.21789704,"creatine kinase B"
"155","CKLF","ILMN_1712389",0.01296987,0.00167,3.4382788,-1.42998,1.0235701,"chemokine like factor","223451_s_at",4.02e-08,1.01e-09,9.3347337,12.332639,0.98163187,"chemokine like factor"
"156","CLEC11A","ILMN_1807359",0.00466962,0.000371,-3.9877799,-0.01806,-0.846734,"C-type lectin domain family 11 member A","211709_s_at",1.59e-06,1.12e-07,7.2653699,7.622977,0.8550825,"C-type lectin domain family 11 member A"
"157","CLEC2B","ILMN_1784608",0.00178778,9.04e-05,4.4878983,1.32092,1.4717096,"C-type lectin domain family 2 member B","1556209_at",0.000131,2.33e-05,-5.156061,2.307048,-0.99406414,"C-type lectin domain family 2 member B"
"158","CLEC2D","ILMN_1711702",0.00468754,0.000374,3.9853729,-0.0244,1.0310271,"C-type lectin domain family 2 member D","235522_at",2.45e-05,3.15e-06,5.9273518,4.293568,1.18835575,"C-type lectin domain family 2 member D"
"159","CLIC3","ILMN_1796423",0.02338753,0.00387,-3.1185137,-2.20997,-0.9871354,"chloride intracellular channel 3","219529_at",2.55e-05,3.31e-06,-5.9079322,4.243976,-1.16051725,"chloride intracellular channel 3"
"160","CLIP1","ILMN_2404085",0.0168047,0.00243,3.2972632,-1.77839,1.2457949,"CAP-Gly domain containing linker protein 1","240444_x_at",0.00122,0.00032,-4.1550438,-0.275768,-0.62200167,"CAP-Gly domain containing linker protein 1"
"161","CLN6","ILMN_1776267",0.00176294,8.81e-05,-4.4970204,1.34567,-0.7065598,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant","218161_s_at",2.93e-05,3.91e-06,5.8434004,4.078981,0.64030108,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
"162","CLN8","ILMN_1701094",0.00747273,0.000739,-3.7390653,-0.66664,-0.8735994,"ceroid-lipofuscinosis, neuronal 8","229958_at",1.92e-06,1.42e-07,-7.1697628,7.391719,-0.82001861,"ceroid-lipofuscinosis, neuronal 8"
"163","CLPTM1L","ILMN_1752802",0.03843363,0.00771,-2.8470885,-2.84094,-0.7090688,"CLPTM1 like","229416_at",0.000188,3.55e-05,4.9944609,1.888255,0.90673143,"CLPTM1 like"
"164","CLUAP1","ILMN_2355042",0.00036795,7.52e-06,5.3523907,3.69324,1.0326354,"clusterin associated protein 1","235080_at",5.49e-05,8.25e-06,5.5542017,3.336185,0.81356986,"clusterin associated protein 1"
"165","CMAHP","ILMN_1704084",0.0125861,0.0016,3.4544307,-1.38967,1.5185436,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene","229604_at",0.00879,0.00327,3.2444926,-2.525526,0.7834136,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"166","CMC2","ILMN_1783333",0.00034195,6.53e-06,5.4009513,3.82724,1.2522608,"C-X9-C motif containing 2","218447_at",1.38e-06,9.36e-08,7.3413907,7.806046,0.6161915,"C-X9-C motif containing 2"
"167","CMTM7","ILMN_1698934",0.04529454,0.00968,-2.7549831,-3.04761,-0.7434327,"CKLF like MARVEL transmembrane domain containing 7","226017_at",4.76e-09,5.22e-11,10.7779669,15.275933,1.53437744,"CKLF like MARVEL transmembrane domain containing 7"
"168","CNIH4","ILMN_1714759",0.01723831,0.00252,3.2829189,-1.81345,1.1323292,"cornichon family AMPA receptor auxiliary protein 4","243051_at",3.88e-08,9.61e-10,-9.3566873,12.379487,-1.81516698,"cornichon family AMPA receptor auxiliary protein 4"
"169","CNNM3","ILMN_1662328",0.00092019,3.24e-05,-4.8456447,2.29753,-1.0142607,"cyclin and CBS domain divalent metal cation transport mediator 3","241321_at",2.09e-06,1.59e-07,-7.1230208,7.278248,-0.74551814,NA
"170","CNPY2","ILMN_2123402",0.03262348,0.00619,2.934765,-2.64058,0.6371568,"canopy FGF signaling regulator 2","209796_s_at",6.56e-08,1.91e-09,9.038086,11.693169,0.68674437,"canopy FGF signaling regulator 2"
"171","COA1","ILMN_2081335",0.00545736,0.000472,3.9015977,-0.24436,0.9791292,"cytochrome c oxidase assembly factor 1 homolog","209445_x_at",1.25e-05,1.41e-06,6.2441554,5.098257,0.67181823,"cytochrome c oxidase assembly factor 1 homolog"
"172","COL5A2","ILMN_1729117",0.00625122,0.000575,3.8303983,-0.4301,0.923732,"collagen type V alpha 2 chain","221730_at",1.04e-09,5.79e-12,11.9383462,17.450388,1.85260115,"collagen type V alpha 2 chain"
"173","COL6A1","ILMN_1732151",0.0027068,0.000169,-4.2685354,0.72888,-0.898543,"collagen type VI alpha 1 chain","212091_s_at",2.72e-05,3.58e-06,5.878331,4.16833,1.0317082,"collagen type VI alpha 1 chain"
"174","COLGALT1","ILMN_1727043",0.02272474,0.0037,-3.1359813,-2.16833,-0.7755774,"collagen beta(1-O)galactosyltransferase 1","222644_s_at",2.66e-08,5.76e-10,9.5975334,12.889169,0.91255465,"collagen beta(1-O)galactosyltransferase 1"
"175","COMMD10","ILMN_1766505",6.417e-05,4.75e-07,6.3143417,6.33484,1.3976284,"COMM domain containing 10","218439_s_at",4e-05,5.65e-06,5.7008525,3.713493,0.66955281,"COMM domain containing 10"
"176","COMMD6","ILMN_1777378",0.00042331,9.39e-06,5.2751631,3.48015,1.537729,"COMM domain containing 6","240030_at",0.00195,0.000559,-3.9398187,-0.82127,-0.92103783,"COMM domain containing 6"
"177","COPB1","ILMN_1699112",0.03717396,0.00736,2.8657815,-2.79851,0.7687108,"coatomer protein complex subunit beta 1","233308_at",0.0145,0.00587,-3.0053018,-3.082098,-0.6769917,"coatomer protein complex subunit beta 1"
"178","CORO1A","ILMN_1713749",0.03116592,0.00582,-2.959082,-2.58441,-0.6536843,"coronin 1A","209083_at",2.54e-07,1.1e-08,8.2540769,9.945263,1.4241105,"coronin 1A"
"179","CORO1B","ILMN_2377019",0.00101876,3.77e-05,-4.7930108,2.1532,-0.8007956,"coronin 1B","64486_at",5.63e-07,3.02e-08,7.8177743,8.936373,0.69253392,"coronin 1B"
"180","COX20","ILMN_1808584",0.00519705,0.000436,3.9299089,-0.17019,0.7706598,"COX20, cytochrome c oxidase assembly factor","206848_at",8.26e-05,1.34e-05,-5.3661096,2.850687,-1.05677225,"COX20, cytochrome c oxidase assembly factor"
"181","CPA4","ILMN_1784294",0.00802417,0.000823,-3.6999403,-0.76734,-1.1159,"carboxypeptidase A4","205832_at",0.000429,9.39e-05,-4.6232311,0.926956,-0.95725625,"carboxypeptidase A4"
"182","CRIPT","ILMN_1813256",0.0012517,5.17e-05,4.6834651,1.85343,1.1584391,"CXXC repeat containing interactor of PDZ3 domain","239050_s_at",0.000305,6.27e-05,-4.7774747,1.326002,-0.58785846,"CXXC repeat containing interactor of PDZ3 domain"
"183","CRLS1","ILMN_1737685",0.02908714,0.00528,2.9977983,-2.49445,0.6871981,"cardiolipin synthase 1","241741_at",0.00129,0.000343,-4.1275757,-0.345716,-0.60095031,"cardiolipin synthase 1"
"184","CRYZL1","ILMN_1762115",0.00534096,0.000459,3.9118575,-0.2175,0.896108,"crystallin zeta like 1","1552347_at",6.07e-06,5.85e-07,-6.593547,5.974933,-0.74459371,"crystallin zeta like 1"
"185","CSAD","ILMN_2119692",0.01184068,0.00146,3.4886885,-1.30388,0.8597786,"cysteine sulfinic acid decarboxylase","221139_s_at",3.22e-06,2.71e-07,-6.9042904,6.74376,-0.78835116,"cysteine sulfinic acid decarboxylase"
"186","CSPP1","ILMN_2393994",0.00010878,1.13e-06,6.0116015,5.50812,1.3836982,"centrosome and spindle pole associated protein 1","242041_at",0.000164,3.04e-05,-5.0536531,2.041678,-0.98402652,"centrosome and spindle pole associated protein 1"
"187","CSRP2","ILMN_1660806",0.00136432,5.86e-05,4.6395594,1.73356,1.546698,"cysteine and glycine rich protein 2","211126_s_at",7.36e-06,7.38e-07,6.5005457,5.742785,0.88698424,"cysteine and glycine rich protein 2"
"188","CTNNBIP1","ILMN_2381168",0.01871916,0.00281,-3.2413133,-1.91474,-0.6086922,"catenin beta interacting protein 1","203081_at",3.88e-08,9.61e-10,-9.356643,12.379393,-1.67752794,"catenin beta interacting protein 1"
"189","CTSB","ILMN_2359742",0.01589841,0.00225,-3.3267414,-1.70611,-0.7811063,"cathepsin B","213274_s_at",2.13e-11,1.22e-14,15.678307,23.459008,1.94550781,"cathepsin B"
"190","CTSC","ILMN_2242463",0.01537691,0.00214,3.3456702,-1.65954,0.7334623,"cathepsin C","225647_s_at",2.54e-08,5.4e-10,9.6283233,12.953763,1.15357428,"cathepsin C"
"191","CTSD","ILMN_1674038",0.00174273,8.6e-05,-4.5052714,1.36807,-1.3002002,"cathepsin D","200766_at",9.67e-05,1.62e-05,5.2943195,2.66502,0.66805804,"cathepsin D"
"192","CXCL10","ILMN_1791759",3.28e-06,1.96e-09,8.3119596,11.55628,3.6225446,"C-X-C motif chemokine ligand 10","204533_at",6.51e-08,1.9e-09,9.0418641,11.701389,3.82697961,"C-X-C motif chemokine ligand 10"
"193","CXCL16","ILMN_1728478",0.0029093,0.000188,-4.2309081,0.628,-0.957479,"C-X-C motif chemokine ligand 16","223454_at",1.91e-08,3.65e-10,9.8150591,13.342792,0.67269173,"C-X-C motif chemokine ligand 16"
"194","CXCL8","ILMN_1666733",0.03938638,0.008,2.8324679,-2.87401,1.3750851,"C-X-C motif chemokine ligand 8","211506_s_at",4.47e-05,6.44e-06,5.6499343,3.582628,3.59963039,"C-X-C motif chemokine ligand 8"
"195","CYB5R4","ILMN_1688158",0.0124458,0.00157,3.4612576,-1.3726,1.1704299,"cytochrome b5 reductase 4","219079_at",5.92e-07,3.22e-08,7.7902562,8.871887,0.87916276,"cytochrome b5 reductase 4"
"196","CYBA","ILMN_1744604",0.01458174,0.00197,-3.3766412,-1.58308,-1.0311929,"cytochrome b-245 alpha chain","203028_s_at",6.19e-11,6.94e-14,14.5427924,21.780095,2.13611795,"cytochrome b-245 alpha chain"
"197","CYFIP2","ILMN_1677200",0.00391005,0.000288,-4.0789314,0.22291,-0.6093291,"cytoplasmic FMR1 interacting protein 2","215785_s_at",4.73e-08,1.25e-09,9.2338042,12.116414,1.47196846,"cytoplasmic FMR1 interacting protein 2"
"198","CYP27A1","ILMN_1704985",0.00211352,0.000116,-4.4000506,1.08308,-0.8768174,"cytochrome P450 family 27 subfamily A member 1","203979_at",0.000245,4.87e-05,4.874046,1.576166,0.75890629,"cytochrome P450 family 27 subfamily A member 1"
"199","CYP2C18","ILMN_1683121",0.0398258,0.00812,-2.82603,-2.88854,-0.8333443,"cytochrome P450 family 2 subfamily C member 18","215103_at",7.47e-06,7.52e-07,-6.4929652,5.723822,-1.31887076,"cytochrome P450 family 2 subfamily C member 18"
"200","CYP39A1","ILMN_1808650",0.04279359,0.00896,2.7866141,-2.97709,0.7881198,"cytochrome P450 family 39 subfamily A member 1","1553977_a_at",2.78e-06,2.26e-07,-6.9786964,6.926217,-1.55841725,"cytochrome P450 family 39 subfamily A member 1"
"201","DACT3","ILMN_1733851",0.00219506,0.000122,-4.3816819,1.03346,-0.7644616,"dishevelled binding antagonist of beta catenin 3","228228_at",0.000159,2.92e-05,5.0685727,2.080346,0.7799641,"dishevelled binding antagonist of beta catenin 3"
"202","DAG1","ILMN_1658425",0.00908678,0.000989,-3.6324593,-0.94008,-0.9910261,"dystroglycan 1","205417_s_at",5.51e-05,8.28e-06,-5.5526844,3.332275,-0.59266503,"dystroglycan 1"
"203","DAPL1","ILMN_1687556",1.196e-05,2.12e-08,7.4251594,9.29757,2.2752341,"death associated protein like 1","229290_at",0.000219,4.27e-05,-4.924336,1.706495,-1.077259,"death associated protein like 1"
"204","DBP","ILMN_1715555",0.00095159,3.44e-05,-4.8252459,2.24157,-0.9203447,"D-box binding PAR bZIP transcription factor","209783_at",8.96e-07,5.42e-08,7.5701034,8.352393,0.68853101,"D-box binding PAR bZIP transcription factor"
"205","DCAF7","ILMN_1682264",0.01679432,0.00243,-3.2978893,-1.77685,-0.7028122,"DDB1 and CUL4 associated factor 7","236134_at",0.000245,4.85e-05,-4.8752098,1.579182,-0.91416995,"DDB1 and CUL4 associated factor 7"
"206","DCT","ILMN_1701783",0.00012333,1.4e-06,-5.9364895,5.30213,-1.9981828,"dopachrome tautomerase","216513_at",1.23e-05,1.37e-06,-6.254003,5.123129,-1.3211935,"dopachrome tautomerase"
"207","DCUN1D1","ILMN_1810719",0.04016888,0.00822,2.8213826,-2.89902,0.6643302,"defective in cullin neddylation 1 domain containing 1","222679_s_at",0.00975,0.00368,-3.1960816,-2.639668,-0.62619175,"defective in cullin neddylation 1 domain containing 1"
"208","DCUN1D5","ILMN_1726839",0.02008463,0.00311,3.2035345,-2.00617,0.6875656,"defective in cullin neddylation 1 domain containing 5","239425_at",2.55e-07,1.11e-08,-8.2518766,9.94024,-0.96879659,"defective in cullin neddylation 1 domain containing 5"
"209","DEGS2","ILMN_1768772",0.00232505,0.000135,-4.3481335,0.94297,-1.0729582,"delta 4-desaturase, sphingolipid 2","236496_at",1.95e-05,2.41e-06,-6.0327112,4.562115,-1.45706555,"delta 4-desaturase, sphingolipid 2"
"210","DENND1A","ILMN_1753275",0.02992921,0.00548,-2.9830107,-2.52888,-0.7485285,"DENN domain containing 1A","219763_at",1.25e-07,4.4e-09,8.6601006,10.860959,1.40097007,"DENN domain containing 1A"
"211","DENND1B","ILMN_1862521",0.03695647,0.0073,2.8689993,-2.79119,1.3311888,"DENN domain containing 1B","1557309_at",0.00363,0.00116,3.6561022,-1.529328,0.66364234,"DENN domain containing 1B"
"212","DENND4A","ILMN_2041161",0.0168047,0.00243,3.2972896,-1.77832,0.7075343,"DENN domain containing 4A","214787_at",2.13e-05,2.68e-06,5.9915907,4.457409,0.85802529,"DENN domain containing 4A"
"213","DENR","ILMN_1760954",0.02527368,0.00432,3.0762405,-2.31026,0.7813449,"density regulated re-initiation and release factor","238982_at",2e-06,1.5e-07,-7.1461136,7.334341,-1.24103818,"density regulated re-initiation and release factor"
"214","DFFA","ILMN_2385220",0.01718912,0.00251,-3.28478,-1.8089,-0.605971,"DNA fragmentation factor subunit alpha","223518_at",7.35e-06,7.37e-07,6.5012078,5.74444,0.94593162,"DNA fragmentation factor subunit alpha"
"215","DHCR24","ILMN_1725510",0.01834686,0.00274,-3.2521528,-1.88841,-0.871868,"24-dehydrocholesterol reductase","200862_at",0.000152,2.78e-05,-5.0880287,2.130769,-0.7398936,"24-dehydrocholesterol reductase"
"216","DHCR7","ILMN_1815626",0.01337038,0.00174,-3.4222227,-1.46998,-0.9072952,"7-dehydrocholesterol reductase","201791_s_at",0.00663,0.00234,-3.3775138,-2.208353,-0.8591447,"7-dehydrocholesterol reductase"
"217","DHRS11","ILMN_1756701",0.00347364,0.000244,-4.1380312,0.37997,-0.7968395,"dehydrogenase/reductase 11","218756_s_at",0.000614,0.000142,-4.4643901,0.517112,-0.5959481,"dehydrogenase/reductase 11"
