"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"1143","GRHL3","232116_at",1.69e-36,1.26e-38,17.1,77.2594812,2.56,"grainyhead like transcription factor 3","232116_at",1.88e-05,2.3e-06,-6.0501436,4.606462,-1.40007308,"grainyhead like transcription factor 3"
"1144","GRIK2","213845_at",5.24e-05,1.41e-05,-4.47,1.9421172,-0.772,"glutamate ionotropic receptor kainate type subunit 2","213845_at",0.000127,2.25e-05,-5.1694203,2.341655,-0.98105962,"glutamate ionotropic receptor kainate type subunit 2"
"1145","GRIN2A","231384_at",7.81e-08,1.49e-08,-5.95,8.5859217,-1.11,"glutamate ionotropic receptor NMDA type subunit 2A","242286_at",0.0418,0.0204,-2.4715748,-4.244197,-0.6703122,"glutamate ionotropic receptor NMDA type subunit 2A"
"1146","GRK3","228771_at",1.15e-06,2.52e-07,-5.37,5.8315176,-0.642,"G protein-coupled receptor kinase 3","204183_s_at",1.01e-05,1.07e-06,6.3507465,5.366992,0.7795654,"G protein-coupled receptor kinase 3"
"1147","GRK6","210981_s_at",1.62e-08,2.85e-09,6.27,10.2033814,0.723,"G protein-coupled receptor kinase 6","210981_s_at",5.17e-05,7.67e-06,5.5824821,3.409038,0.72383986,"G protein-coupled receptor kinase 6"
"1148","GRN","211284_s_at",2.05e-20,9.54e-22,11.1,38.5993795,1.12,"granulin","216041_x_at",3.61e-07,1.71e-08,8.0619831,9.504227,0.79772438,"granulin"
"1149","GSDMB","219233_s_at",1.15e-20,5.19e-22,-11.2,39.2041405,-1.24,"gasdermin B","219233_s_at",0.00166,0.000462,-4.0136242,-0.634904,-0.67850542,"gasdermin B"
"1150","GSDMC","234305_s_at",4.71e-17,3.19e-18,9.8,30.5463366,1.02,"gasdermin C","234305_s_at",0.00415,0.00136,-3.5943981,-1.681273,-0.9443651,"gasdermin C"
"1151","GSE1","212056_at",8.17e-10,1.25e-10,-6.86,13.2746388,-0.585,"Gse1 coiled-coil protein","212057_at",4.13e-06,3.67e-07,-6.7806228,6.439085,-0.69523571,"Gse1 coiled-coil protein"
"1152","GSK3B","209945_s_at",1.39e-16,9.97e-18,9.62,29.4159575,0.984,"glycogen synthase kinase 3 beta","226183_at",5.39e-05,8.08e-06,-5.5622837,3.357009,-0.66998424,"glycogen synthase kinase 3 beta"
"1153","GSN","1564525_at",6.19e-08,1.17e-08,-6,8.8235271,-0.688,"gelsolin","214040_s_at",0.017,0.0071,-2.9261382,-3.261936,-0.6359075,"gelsolin"
"1154","GSPT1","201912_s_at",6.73e-41,2.92e-43,18.8,87.8761047,1.19,"G1 to S phase transition 1","234975_at",0.0292,0.0134,-2.6555491,-3.85779,-0.64018896,"G1 to S phase transition 1"
"1155","GSPT2","205541_s_at",1.63e-06,3.64e-07,-5.3,5.4758886,-0.961,"G1 to S phase transition 2","205541_s_at",2.45e-05,3.14e-06,5.9284969,4.296492,0.72896677,"G1 to S phase transition 2"
"1156","GSR","225609_at",2.36e-20,1.1e-21,-11,38.4531832,-0.662,"glutathione-disulfide reductase","205770_at",0.00017,3.17e-05,5.0378743,2.000782,0.58682719,"glutathione-disulfide reductase"
"1157","GSTA3","222102_at",1.03e-20,4.61e-22,-11.2,39.3207379,-3.19,"glutathione S-transferase alpha 3","222102_at",2.58e-06,2.05e-07,-7.0171621,7.020285,-2.33847669,"glutathione S-transferase alpha 3"
"1158","GSTM1","204550_x_at",2.09e-08,3.74e-09,-6.22,9.9403056,-0.602,"glutathione S-transferase mu 1","204550_x_at",0.0204,0.0088,-2.8363994,-3.462903,-0.90701945,"glutathione S-transferase mu 1"
"1159","GSTM2","204418_x_at",4.85e-12,5.71e-13,-7.81,18.5777675,-0.742,"glutathione S-transferase mu 2 (muscle)","204418_x_at",0.00983,0.00372,-3.19229,-2.648577,-0.98272175,"glutathione S-transferase mu 2 (muscle)"
"1160","GSTM3","235867_at",4.74e-16,3.58e-17,-9.41,28.1484962,-1.97,"glutathione S-transferase mu 3","235867_at",6.72e-07,3.77e-08,-7.7233624,8.714711,-1.4877973,"glutathione S-transferase mu 3"
"1161","GSTM5","205752_s_at",1.42e-17,9.05e-19,-10,31.7949451,-2,"glutathione S-transferase mu 5","205752_s_at",0.00731,0.00263,-3.331919,-2.317631,-1.50581136,"glutathione S-transferase mu 5"
"1162","GSTO1","201470_at",2.21e-18,1.29e-19,10.3,33.725302,0.594,"glutathione S-transferase omega 1","1557915_s_at",3.09e-08,6.99e-10,9.5060846,12.696567,0.86186381,"glutathione S-transferase omega 1"
"1163","GSTO2","229155_at",1.11e-12,1.22e-13,-8.08,20.1030069,-0.908,"glutathione S-transferase omega 2","227163_at",1.13e-06,7.26e-08,-7.4473073,8.059891,-1.54501245,"glutathione S-transferase omega 2"
"1164","GSTT2","205439_at",0.0758,0.0354,-2.12,-5.3114637,-0.722,"glutathione S-transferase theta 2 (gene/pseudogene)","205439_at",0.019,0.00805,-2.8734057,-3.380413,-2.57259677,"glutathione S-transferase theta 2 (gene/pseudogene)"
"1165","GTF2H2B","215470_at",2.98e-06,6.9e-07,-5.16,4.8555687,-0.674,"general transcription factor IIH subunit 2B (pseudogene)","215470_at",0.00115,0.000299,-4.1802059,-0.211617,-0.97729901,"general transcription factor IIH subunit 2B (pseudogene)"
"1166","GTF2H5","244294_at",4.38e-12,5.13e-13,-7.83,18.6844124,-0.885,"general transcription factor IIH subunit 5","1558934_a_at",0.00255,0.000766,-3.8174572,-1.128391,-0.74953122,"general transcription factor IIH subunit 5"
"1167","GTF2IRD2","228765_at",2.49e-13,2.56e-14,8.34,21.6460518,0.9,"GTF2I repeat domain containing 2","1557289_s_at",0.00433,0.00143,-3.5744139,-1.730306,-0.94060005,"GTF2I repeat domain containing 2"
"1168","GUCY1A3","221942_s_at",2.9e-10,4.21e-11,-7.06,14.3425313,-1.11,"guanylate cyclase 1 soluble subunit alpha","221942_s_at",1.45e-06,9.95e-08,7.3157643,7.744415,1.27907883,"guanylate cyclase 1 soluble subunit alpha"
"1169","GUCY1B3","203817_at",9.07e-06,2.22e-06,-4.9,3.7243708,-0.694,"guanylate cyclase 1 soluble subunit beta","203817_at",1.02e-10,1.37e-13,14.1146684,21.116179,1.65959723,"guanylate cyclase 1 soluble subunit beta"
"1170","GULP1","204235_s_at",1.39e-08,2.44e-09,-6.3,10.3566753,-0.997,"GULP, engulfment adaptor PTB domain containing 1","223837_at",0.00636,0.00224,-3.3964406,-2.162826,-0.67626743,"GULP, engulfment adaptor PTB domain containing 1"
"1171","GUSBP1","226947_at",5.23e-11,6.93e-12,7.38,16.1169702,0.825,"glucuronidase, beta pseudogene 1///glucuronidase, beta pseudogene 4","235888_at",0.002,0.000575,-3.9284166,-0.84999,-0.60801329,"glucuronidase, beta pseudogene 1///glucuronidase, beta pseudogene 4"
"1172","GUSBP9","215599_at",4.74e-18,2.84e-19,-10.2,32.9439561,-1.53,"glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3","215599_at",4.69e-05,6.83e-06,-5.6270789,3.523838,-1.52262869,"glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3"
"1173","GXYLT2","235733_at",3.25e-07,6.69e-08,-5.65,7.1222272,-1.43,"glucoside xylosyltransferase 2","235733_at",2.81e-05,3.72e-06,5.8626323,4.128185,1.41212426,"glucoside xylosyltransferase 2"
"1174","GYG1","201554_x_at",7.26e-07,1.56e-07,5.48,6.3000958,0.609,"glycogenin 1","201554_x_at",1.35e-08,2.29e-10,10.0406753,13.806621,0.91088771,"glycogenin 1"
"1175","GYPC","202947_s_at",3.01e-14,2.76e-15,-8.71,23.8459446,-1.9,"glycophorin C (Gerbich blood group)","202947_s_at",3.56e-06,3.07e-07,6.8532807,6.618303,0.94612376,"glycophorin C (Gerbich blood group)"
"1176","GZMA","205488_at",7.07e-19,3.92e-20,10.5,34.908654,2.68,"granzyme A","205488_at",7.67e-10,3.32e-12,12.2449076,17.998074,1.86656829,"granzyme A"
"1177","GZMB","210164_at",5.48e-58,2.61e-61,26.2,129.1372838,5.92,"granzyme B","210164_at",1.09e-09,6.19e-12,11.9021359,17.384977,3.56533589,"granzyme B"
"1178","GZMK","206666_at",0.000124,3.51e-05,4.25,1.071156,1.08,"granzyme K","206666_at",4.48e-08,1.16e-09,9.2671497,12.188004,1.79302746,"granzyme K"
"1179","H2AFJ","228213_at",2.76e-17,1.82e-18,-9.89,31.102,-0.785,"H2A histone family member J","220936_s_at",3.05e-07,1.38e-08,-8.1568872,9.722745,-1.04721767,"H2A histone family member J"
"1180","H2AFV","202487_s_at",8.75e-23,3.09e-24,12,44.2954117,1.13,"H2A histone family member V","202487_s_at",1.59e-06,1.12e-07,7.2661348,7.624822,0.64867842,"H2A histone family member V"
"1181","H2AFX","213344_s_at",3.71e-32,4.39e-34,15.4,66.8509721,1.58,"H2A histone family member X","213344_s_at",0.00185,0.000526,3.9635018,-0.761554,0.664048,"H2A histone family member X"
"1182","H2AFY","229593_at",4.88e-09,8.11e-10,6.51,11.4369253,0.889,"H2A histone family member Y","226840_at",0.000798,0.000194,-4.3456649,0.211827,-0.79395049,"H2A histone family member Y"
"1183","HAL","217521_at",2.28e-23,7.57e-25,12.2,45.6926871,2.11,"histidine ammonia-lyase","206643_at",0.0109,0.00417,-3.1452092,-2.758825,-0.65022145,"histidine ammonia-lyase"
"1184","HAND2-AS1","236141_at",6.11e-06,1.46e-06,-4.99,4.1275384,-1.14,"HAND2 antisense RNA 1 (head to head)","236141_at",0.00135,0.000363,-4.1062955,-0.399845,-0.77628881,"HAND2 antisense RNA 1 (head to head)"
"1185","HAPLN3","227262_at",3.62e-19,1.93e-20,10.6,35.6119517,1.49,"hyaluronan and proteoglycan link protein 3","227262_at",9.54e-09,1.45e-10,10.2651035,14.261341,2.10170904,"hyaluronan and proteoglycan link protein 3"
"1186","HAUS2","229208_at",5.72e-10,8.59e-11,6.93,13.6400541,1.05,"HAUS augmin like complex subunit 2","229181_s_at",0.000276,5.58e-05,4.8218324,1.440887,0.72878646,"HAUS augmin like complex subunit 2"
"1187","HAVCR2","235458_at",6.22e-06,1.49e-06,4.99,4.108676,0.771,"hepatitis A virus cellular receptor 2","235458_at",3.94e-08,9.83e-10,9.3461649,12.357041,1.63082952,"hepatitis A virus cellular receptor 2"
"1188","HBA2","214414_x_at",0.000348,0.000105,-3.97,0.0253997,-1.38,"hemoglobin subunit alpha 2///hemoglobin subunit alpha 1","214414_x_at",0.00374,0.0012,-3.6425726,-1.562714,-1.47878874,"hemoglobin subunit alpha 2///hemoglobin subunit alpha 1"
"1189","HBB","211696_x_at",0.0783,0.0367,-2.11,-5.3419635,-0.669,"hemoglobin subunit beta","211696_x_at",0.0174,0.00728,-2.9157578,-3.285343,-1.14530265,"hemoglobin subunit beta"
"1190","HBG2","213515_x_at",0.0352,0.0151,-2.46,-4.5669139,-0.601,"hemoglobin subunit gamma 2///hemoglobin subunit gamma 1","204848_x_at",0.0476,0.0239,-2.4013302,-4.387293,-1.09148119,"hemoglobin subunit gamma 2///hemoglobin subunit gamma 1"
"1191","HBS1L","209315_at",2.77e-06,6.37e-07,-5.18,4.9326154,-1.02,"HBS1 like translational GTPase","240602_at",0.00567,0.00196,-3.449088,-2.035694,-0.67315651,"HBS1 like translational GTPase"
"1192","HCG18","242618_at",8.77e-08,1.68e-08,5.93,8.4677093,0.852,"HLA complex group 18 (non-protein coding)","216527_at",0.000712,0.00017,-4.3975761,0.34518,-0.79974303,"HLA complex group 18 (non-protein coding)"
"1193","HCK","208018_s_at",5.37e-10,8.05e-11,6.94,13.704585,0.791,"HCK proto-oncogene, Src family tyrosine kinase","208018_s_at",1.76e-08,3.3e-10,9.864654,13.445331,1.83866461,"HCK proto-oncogene, Src family tyrosine kinase"
"1194","HCLS1","202957_at",3.61e-10,5.3e-11,7.02,14.1147464,0.815,"hematopoietic cell-specific Lyn substrate 1","202957_at",9.59e-10,5.06e-12,12.0126488,17.584129,1.54354246,"hematopoietic cell-specific Lyn substrate 1"
"1195","HCN3","228741_s_at",5.17e-10,7.72e-11,-6.95,13.744894,-0.612,"hyperpolarization activated cyclic nucleotide gated potassium channel 3","228741_s_at",3.18e-07,1.45e-08,-8.133145,9.668192,-1.07241419,"hyperpolarization activated cyclic nucleotide gated potassium channel 3"
"1196","HCRP1","216176_at",2.97e-06,6.87e-07,-5.16,4.8595454,-1.08,"hepatocellular carcinoma-related HCRP1","216176_at",1.25e-06,8.24e-08,-7.3942586,7.93293,-1.87761808,"hepatocellular carcinoma-related HCRP1"
"1197","HDAC9","230968_at",6.4e-06,1.54e-06,-4.98,4.0798227,-0.683,"histone deacetylase 9","230968_at",0.00378,0.00121,-3.6376048,-1.574962,-0.62582519,"histone deacetylase 9"
"1198","HDLBP","225012_at",5.8e-13,6.16e-14,-8.19,20.7761992,-0.6,"high density lipoprotein binding protein","200643_at",0.000166,3.08e-05,5.0487392,2.028942,0.60311625,"high density lipoprotein binding protein"
"1199","HEATR3","1554478_a_at",2.76e-19,1.46e-20,10.6,35.8923803,1.58,"HEAT repeat containing 3","1554478_a_at",0.00271,0.000825,3.7886473,-1.200336,0.97404603,"HEAT repeat containing 3"
"1200","HEG1","212822_at",5.77e-11,7.69e-12,-7.36,16.0153261,-0.937,"heart development protein with EGF like domains 1","212822_at",0.00274,0.000834,3.7844983,-1.210684,0.67345141,"heart development protein with EGF like domains 1"
"1201","HELLS","223556_at",2.83e-28,5.41e-30,14,57.4788526,2.45,"helicase, lymphoid-specific","220085_at",0.0104,0.00395,-3.1678091,-2.705991,-0.66043593,"helicase, lymphoid-specific"
"1202","HEPH","203903_s_at",1.52e-07,3.01e-08,-5.81,7.9025419,-0.968,"hephaestin","203903_s_at",1.4e-07,5.08e-09,8.5959735,10.717831,0.89940058,"hephaestin"
"1203","HERC5","219863_at",5.77e-14,5.49e-15,8.59,23.1664557,1.53,"HECT and RLD domain containing E3 ubiquitin protein ligase 5","219863_at",3.29e-05,4.49e-06,5.7901612,3.942636,0.82158168,"HECT and RLD domain containing E3 ubiquitin protein ligase 5"
"1204","HERC6","219352_at",6.97e-47,1.54e-49,21.2,102.2433456,4.04,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6","219352_at",0.0105,0.00402,3.1605023,-2.723091,0.62336585,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"1205","HES1","203394_s_at",1.17e-19,5.92e-21,-10.8,36.7854569,-0.84,"hes family bHLH transcription factor 1","203394_s_at",0.000962,0.000242,-4.2614908,-0.003921,-1.03659105,"hes family bHLH transcription factor 1"
"1206","HEY2","219743_at",6.55e-06,1.58e-06,-4.98,4.0551083,-0.938,"hes related family bHLH transcription factor with YRPW motif 2","222921_s_at",0.000261,5.23e-05,4.8467967,1.505561,0.92663363,"hes related family bHLH transcription factor with YRPW motif 2"
"1207","HIC1","235887_at",1.33e-15,1.06e-16,-9.24,27.0738116,-1.18,NA,"235887_at",1.17e-05,1.29e-06,6.2781512,5.184083,1.13798132,NA
"1208","HIF3A","222123_s_at",4.55e-10,6.75e-11,-6.97,13.8773401,-1.1,"hypoxia inducible factor 3 alpha subunit","222123_s_at",5.5e-05,8.25e-06,-5.5540453,3.335782,-0.89779774,"hypoxia inducible factor 3 alpha subunit"
"1209","HINT3","226533_at",6.29e-08,1.19e-08,-6,8.8077859,-1.17,"histidine triad nucleotide binding protein 3","226533_at",0.000125,2.21e-05,-5.1759345,2.358529,-1.3003545,"histidine triad nucleotide binding protein 3"
"1210","HIST1H2BJ","215779_s_at",0.0016,0.000535,3.53,-1.5082564,0.876,"histone cluster 1, H2bj///histone cluster 1, H2bg","214502_at",0.00341,0.00107,3.6855593,-1.45651,0.61284746,"histone cluster 1, H2bj"
"1211","HK2","202934_at",1.85e-36,1.38e-38,17.1,77.1689593,1.07,"hexokinase 2","222305_at",1.25e-05,1.4e-06,6.2459259,5.102729,1.05337923,"hexokinase 2"
"1212","HLA-DOB","205671_s_at",2.7e-08,4.9e-09,6.17,9.674474,1.03,"major histocompatibility complex, class II, DO beta","205671_s_at",6.13e-10,2.35e-12,12.4374994,18.336659,1.78469148,"major histocompatibility complex, class II, DO beta"
"1213","HLA-DPA1","213537_at",0.00412,0.00147,3.23,-2.4528491,0.882,"major histocompatibility complex, class II, DP alpha 1","213537_at",4.14e-05,5.89e-06,5.6846929,3.671978,1.04000725,"major histocompatibility complex, class II, DP alpha 1"
"1214","HLA-DQB2","215536_at",9.06e-10,1.39e-10,-6.84,13.1675966,-1.14,"major histocompatibility complex, class II, DQ beta 2","215536_at",1.49e-05,1.73e-06,-6.1631734,4.893381,-1.51245506,"major histocompatibility complex, class II, DQ beta 2"
"1215","HLF","204754_at",1.75e-14,1.57e-15,-8.8,24.4078461,-1.02,"HLF, PAR bZIP transcription factor","204753_s_at",1.41e-07,5.15e-09,-8.590292,10.705123,-1.51253483,"HLF, PAR bZIP transcription factor"
"1216","HM13","224615_x_at",2.9e-11,3.73e-12,7.49,16.7285477,0.755,"histocompatibility minor 13","224615_x_at",2.4e-10,5.49e-13,13.2770406,19.764845,1.07925584,"histocompatibility minor 13"
"1217","HMBOX1","219269_at",0.0113,0.00438,-2.89,-3.4538107,-0.732,"homeobox containing 1","225504_at",0.000121,2.12e-05,-5.1915504,2.398976,-0.75876426,"homeobox containing 1"
"1218","HMBS","203040_s_at",4.03e-20,1.94e-21,11,37.891612,1.76,"hydroxymethylbilane synthase","203040_s_at",4.46e-05,6.42e-06,5.6508782,3.585055,0.66001752,"hydroxymethylbilane synthase"
"1219","HMGCR","202539_s_at",3.64e-10,5.35e-11,7.01,14.1054755,0.77,"3-hydroxy-3-methylglutaryl-CoA reductase","202540_s_at",3.34e-05,4.57e-06,-5.7831503,3.924667,-0.67083422,"3-hydroxy-3-methylglutaryl-CoA reductase"
"1220","HMGN2P46","242649_x_at",6.81e-09,1.15e-09,6.45,11.0945365,0.923,"high mobility group nucleosomal binding domain 2 pseudogene 46","242649_x_at",0.00363,0.00116,3.6568141,-1.52757,0.89468091,"high mobility group nucleosomal binding domain 2 pseudogene 46"
"1221","HMOX1","203665_at",1.22e-18,6.94e-20,10.4,34.3433075,1.9,"heme oxygenase 1","203665_at",0.00466,0.00155,3.5410811,-1.811891,0.67236521,"heme oxygenase 1"
"1222","HN1","217755_at",7.03e-29,1.24e-30,14.2,58.9404158,1.62,"hematological and neurological expressed 1","217755_at",5.05e-07,2.64e-08,7.8753152,9.070889,0.9246695,"hematological and neurological expressed 1"
"1223","HNMT","228772_at",7.39e-07,1.59e-07,-5.47,6.2827744,-0.629,"histamine N-methyltransferase","204110_at",0.0073,0.00262,3.3326661,-2.315845,0.70666584,"histamine N-methyltransferase"
"1224","HNRNPLL","225386_s_at",1.65e-09,2.6e-10,6.73,12.5517661,0.665,"heterogeneous nuclear ribonucleoprotein L like","1554453_at",9.86e-05,1.66e-05,5.2850652,2.641074,0.67474023,"heterogeneous nuclear ribonucleoprotein L like"
"1225","HNRNPM","214918_at",8.14e-10,1.24e-10,-6.86,13.2783275,-1.11,"heterogeneous nuclear ribonucleoprotein M","214918_at",0.00312,0.000969,-3.725863,-1.356597,-0.80042283,"heterogeneous nuclear ribonucleoprotein M"
"1226","HNRNPU","235603_at",1.51e-28,2.78e-30,-14.1,58.1399629,-1.24,"heterogeneous nuclear ribonucleoprotein U","235603_at",0.000192,3.64e-05,-4.9844972,1.862429,-0.65127646,"heterogeneous nuclear ribonucleoprotein U"
"1227","HOMER2","217080_s_at",3.18e-07,6.54e-08,5.65,7.1451734,0.694,"homer scaffolding protein 2","217080_s_at",4.66e-06,4.24e-07,-6.7227476,6.295904,-1.18155596,"homer scaffolding protein 2"
"1228","HOMER3","204647_at",7.36e-14,7.1e-15,8.55,22.91256,0.805,"homer scaffolding protein 3","204647_at",1.13e-06,7.25e-08,7.4478874,8.061277,0.88996518,"homer scaffolding protein 3"
"1229","HOOK1","225792_at",4.23e-09,6.99e-10,6.54,11.5824349,0.585,"hook microtubule tethering protein 1","225792_at",4.02e-05,5.68e-06,-5.6988548,3.708362,-0.91822667,"hook microtubule tethering protein 1"
"1230","HOTAIRM1","1557050_at",3.06e-05,8e-06,-4.61,2.4892693,-0.786,"HOXA transcript antisense RNA, myeloid-specific 1","228642_at",0.00115,3e-04,-4.1791536,-0.214301,-0.65094092,"HOXA transcript antisense RNA, myeloid-specific 1"
"1231","HPCAL1","212552_at",4.11e-15,3.44e-16,9.05,25.9069426,0.936,"hippocalcin like 1","212552_at",2.38e-06,1.86e-07,7.0571808,7.117964,0.82128793,"hippocalcin like 1"
"1232","HPGD","203913_s_at",0.00241,0.000831,3.4,-1.9189875,0.602,"hydroxyprostaglandin dehydrogenase 15-(NAD)","203914_x_at",0.00864,0.0032,-3.2532419,-2.504821,-0.62304584,"hydroxyprostaglandin dehydrogenase 15-(NAD)"
"1233","HPRT1","202854_at",6.29e-13,6.71e-14,8.18,20.6919178,0.607,"hypoxanthine phosphoribosyltransferase 1","202854_at",5.33e-06,4.99e-07,6.6573328,6.133623,0.62033858,"hypoxanthine phosphoribosyltransferase 1"
"1234","HPS1","210112_at",8.72e-22,3.47e-23,11.6,41.8919163,1.57,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1","210112_at",2.01e-07,8.1e-09,8.388984,10.25201,1.14434354,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"1235","HR","241355_at",3.63e-21,1.55e-22,11.3,40.4050047,1.26,"hair growth associated","241355_at",0.00018,3.38e-05,-5.0130375,1.936406,-1.03312897,"hair growth associated"
"1236","HS2ST1","203283_s_at",2.96e-11,3.81e-12,7.48,16.7057426,0.753,"heparan sulfate 2-O-sulfotransferase 1","230465_at",1.62e-05,1.92e-06,6.1220257,4.789057,0.68532275,"heparan sulfate 2-O-sulfotransferase 1"
"1237","HS3ST1","205466_s_at",2.41e-11,3.08e-12,7.52,16.9170917,1.45,"heparan sulfate-glucosamine 3-sulfotransferase 1","205466_s_at",6.45e-08,1.87e-09,9.0476913,11.714063,1.80702148,"heparan sulfate-glucosamine 3-sulfotransferase 1"
"1238","HS3ST3A1","219985_at",5.38e-34,5.22e-36,16.1,71.2612788,2.7,"heparan sulfate-glucosamine 3-sulfotransferase 3A1","219985_at",1.57e-07,5.95e-09,8.5258594,10.560697,1.74766983,"heparan sulfate-glucosamine 3-sulfotransferase 3A1"
"1239","HS3ST3B1","227361_at",3.46e-18,2.05e-19,10.2,33.2668571,1.42,"heparan sulfate-glucosamine 3-sulfotransferase 3B1","227361_at",3.8e-06,3.32e-07,6.8214727,6.539919,1.24526824,"heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"1240","HS3ST6","239547_at",1.14e-20,5.17e-22,-11.2,39.207103,-2.16,"heparan sulfate-glucosamine 3-sulfotransferase 6","239547_at",1.59e-08,2.84e-10,-9.9357866,13.591827,-1.63418127,"heparan sulfate-glucosamine 3-sulfotransferase 6"
"1241","HSD11B1","205404_at",7.29e-25,2.08e-26,-12.7,49.2682106,-4.64,"hydroxysteroid 11-beta dehydrogenase 1","205404_at",0.0199,0.00853,-2.8495016,-3.43376,-0.72834869,"hydroxysteroid 11-beta dehydrogenase 1"
"1242","HSPA12A","214434_at",8.2e-08,1.57e-08,-5.94,8.5370195,-1,"heat shock protein family A (Hsp70) member 12A","214434_at",3.75e-05,5.22e-06,-5.7311056,3.791172,-0.69916567,"heat shock protein family A (Hsp70) member 12A"
