"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL"
"119","C2orf68","238768_at",5.98e-09,1e-09,-6.47,11.2278749,-0.662,"chromosome 2 open reading frame 68","ILMN_1679771",0.00223872,0.000127,-4.3676704,0.99565,-0.9249999,"chromosome 2 open reading frame 68"
"120","C3orf14","236068_s_at",1.01e-18,5.72e-20,-10.4,34.5348071,-1.15,"chromosome 3 open reading frame 14","ILMN_2224486",7.681e-05,6.31e-07,6.2146024,6.06316,1.5358308,"chromosome 3 open reading frame 14"
"121","C4orf33","1552370_at",8.35e-09,1.43e-09,6.41,10.8825796,0.634,"chromosome 4 open reading frame 33","ILMN_1812701",0.00126383,5.26e-05,4.6769204,1.83555,1.5965189,"chromosome 4 open reading frame 33"
"122","C5orf46","1554195_a_at",1.32e-15,1.05e-16,-9.24,27.0839153,-1.75,"chromosome 5 open reading frame 46","ILMN_1718866",0.02105879,0.00333,3.1772852,-2.06938,1.1333679,"chromosome 5 open reading frame 46"
"123","C6orf106","217924_at",3.02e-31,4.02e-33,15.1,64.6466113,2.67,"chromosome 6 open reading frame 106","ILMN_1704253",0.02698556,0.00472,-3.0413456,-2.39251,-0.5962755,"chromosome 6 open reading frame 106"
"124","C7orf25","53202_at",1.32e-09,2.06e-10,6.77,12.7793648,0.708,"chromosome 7 open reading frame 25///proteasome subunit alpha 2","ILMN_1751051",0.0027813,0.000175,4.255009,0.69259,0.6052691,"chromosome 7 open reading frame 25"
"125","C8orf48","236634_at",8.72e-13,9.45e-14,-8.12,20.3544305,-0.841,"chromosome 8 open reading frame 48","ILMN_1784408",0.04525454,0.00966,2.7556251,-3.04618,0.7281982,"chromosome 8 open reading frame 48"
"126","C9orf16","204480_s_at",8.66e-13,9.37e-14,8.12,20.3620652,1.21,"chromosome 9 open reading frame 16","ILMN_1782618",0.00073238,2.26e-05,-4.9709952,2.64193,-1.194603,"chromosome 9 open reading frame 16"
"127","CAB39L","221003_s_at",2.1e-12,2.37e-13,-7.96,19.4474751,-1.07,"calcium binding protein 39 like","ILMN_1783598",0.00098467,3.6e-05,4.8095376,2.1985,1.288323,"calcium binding protein 39 like"
"128","CABLES1","225531_at",1.32e-10,1.84e-11,-7.21,15.1580287,-0.927,"Cdk5 and Abl enzyme substrate 1","ILMN_1653001",0.00259785,0.000158,-4.2907429,0.78852,-0.8709491,"Cdk5 and Abl enzyme substrate 1"
"129","CALD1","201615_x_at",1.87e-10,2.65e-11,-7.14,14.7976149,-0.964,"caldesmon 1","ILMN_1730487",6.55e-05,4.93e-07,6.3007273,6.2978,1.7774111,"caldesmon 1"
"130","CALM3","200622_x_at",6.52e-11,8.76e-12,7.34,15.8864868,0.759,"calmodulin 3///calmodulin 2///calmodulin 1","ILMN_1666385",0.02936098,0.00533,-2.9936791,-2.50405,-0.6899508,"calmodulin 3"
"131","CAMSAP3","226494_at",1.92e-09,3.05e-10,-6.7,12.3955186,-0.819,"calmodulin regulated spectrin associated protein family member 3","ILMN_2273609",0.00030727,5.52e-06,-5.4594039,3.98853,-0.9685012,"calmodulin regulated spectrin associated protein family member 3"
"132","CANT1","221732_at",2.36e-06,5.38e-07,5.21,5.0967834,0.716,"calcium activated nucleotidase 1","ILMN_1664012",0.00918168,0.00101,-3.6265756,-0.95508,-0.93839,"calcium activated nucleotidase 1"
"133","CAPN15","204275_at",1.38e-15,1.1e-16,9.23,27.0323313,0.83,"calpain 15","ILMN_1763739",0.00238877,0.00014,-4.3339199,0.90467,-0.6214911,"calpain 15"
"134","CAPN3","211890_x_at",3.72e-09,6.11e-10,-6.57,11.7135719,-0.686,"calpain 3","ILMN_1687971",0.03777335,0.00753,-2.8568072,-2.8189,-0.8047958,"calpain 3"
"135","CAPRIN1","226285_at",1.78e-10,2.51e-11,7.15,14.8487839,0.681,"cell cycle associated protein 1","ILMN_1782897",0.01301191,0.00168,3.4364918,-1.43444,0.6344288,"cell cycle associated protein 1"
"136","CARD18","231733_at",9.07e-09,1.56e-09,6.39,10.7977725,1.49,"caspase recruitment domain family member 18","ILMN_1692349",0.00156114,7.26e-05,4.5644915,1.52902,1.5865647,"caspase recruitment domain family member 18"
"137","CASK","207620_s_at",1.57e-14,1.39e-15,8.82,24.5235281,0.66,"calcium/calmodulin dependent serine protein kinase","ILMN_1654773",0.02540048,0.00435,3.0731625,-2.31754,0.8025206,"calcium/calmodulin dependent serine protein kinase"
"138","CASP1","211367_s_at",2.33e-21,9.76e-23,11.4,40.8637824,2.04,"caspase 1","ILMN_2326512",0.00060351,1.65e-05,5.0807738,2.94415,1.0422397,"caspase 1"
"139","CASP4","209310_s_at",5.52e-35,4.86e-37,16.5,73.6238289,1.03,"caspase 4","ILMN_1678454",0.00022241,3.53e-06,5.6146032,4.41657,1.2243882,"caspase 4"
"140","CAV2","203323_at",8.44e-26,2.14e-27,-13.1,51.529395,-0.683,"caveolin 2","ILMN_1735220",0.03112247,0.00581,2.9599215,-2.58246,0.721353,"caveolin 2"
"141","CBLC","220638_s_at",3.68e-19,1.97e-20,10.6,35.5949624,1.62,"Cbl proto-oncogene C","ILMN_1811729",0.02373454,0.00395,-3.1107355,-2.22848,-0.8641848,"Cbl proto-oncogene C"
"142","CBR4","1553693_s_at",4.11e-19,2.21e-20,-10.6,35.4799364,-1.05,"carbonyl reductase 4","ILMN_1813400",0.01850738,0.00277,3.2470542,-1.9008,0.871515,"carbonyl reductase 4"
"143","CBX3","230998_at",1.13e-07,2.2e-08,-5.87,8.2071557,-0.656,"chromobox 3","ILMN_1790625",7.757e-05,6.64e-07,6.19658,6.014,1.2084038,"chromobox 3"
"144","CBX6","202047_s_at",6.85e-17,4.73e-18,-9.73,30.1539277,-0.606,"chromobox 6","ILMN_1691930",3.452e-05,1.43e-07,-6.7394342,7.48354,-1.4092802,"chromobox 6"
"145","CBX7","212914_at",2.18e-19,1.13e-20,-10.7,36.1404545,-1.19,"chromobox 7","ILMN_1657361",0.03762057,0.00748,-2.859381,-2.81306,-0.7178263,"chromobox 7"
"146","CCDC121","220321_s_at",1.18e-19,6.01e-21,-10.8,36.7714579,-0.799,"coiled-coil domain containing 121","ILMN_1739054",0.04635946,0.01,2.7416132,-3.07727,0.856693,"coiled-coil domain containing 121"
"147","CCDC138","235644_at",1.03e-09,1.58e-10,6.82,13.0404525,1.01,"coiled-coil domain containing 138","ILMN_1767260",0.01008209,0.00116,3.5753166,-1.08539,1.2431951,"coiled-coil domain containing 138"
"148","CCDC146","227091_at",1.03e-16,7.25e-18,-9.67,29.732144,-1.6,"coiled-coil domain containing 146","ILMN_1790555",0.00326562,0.000222,4.1712236,0.46845,1.9648785,"coiled-coil domain containing 146"
"149","CCDC50","236831_at",1.06e-08,1.83e-09,-6.36,10.6394685,-0.638,"coiled-coil domain containing 50","ILMN_2302118",0.00153563,7.03e-05,4.5759074,1.56009,1.0147914,"coiled-coil domain containing 50"
"150","CCDC58","235244_at",0.00197,0.000671,3.47,-1.719966,0.721,"coiled-coil domain containing 58","ILMN_1686920",3.68e-06,2.93e-09,8.1601468,11.17722,1.8061621,"coiled-coil domain containing 58"
"151","CCDC59","222792_s_at",8.3e-09,1.42e-09,6.41,10.8887966,0.649,"coiled-coil domain containing 59","ILMN_1662318",0.00027185,4.61e-06,5.521615,4.16015,1.7204144,"coiled-coil domain containing 59"
"152","CCDC85C","219018_s_at",4.89e-27,1.09e-28,13.5,54.4861823,1.4,"coiled-coil domain containing 85C","ILMN_1838863",0.03016127,0.00554,-2.9783604,-2.53969,-0.7421096,"coiled-coil domain containing 85C"
"153","CCDC90B","1568834_s_at",8.48e-08,1.63e-08,-5.94,8.5021825,-1.2,"coiled-coil domain containing 90B","ILMN_2232166",2.959e-05,9.86e-08,6.8707931,7.83506,1.7950556,"coiled-coil domain containing 90B"
"154","CCL22","207861_at",3.24e-19,1.72e-20,10.6,35.7276485,2.06,"C-C motif chemokine ligand 22","ILMN_2160476",0.01160904,0.00141,-3.500368,-1.27455,-1.2154115,"C-C motif chemokine ligand 22"
"155","CCNA2","203418_at",2.82e-47,5.82e-50,21.4,103.2117697,3.86,"cyclin A2","ILMN_1786125",0.00064543,1.83e-05,5.0434349,2.8413,0.8852213,"cyclin A2"
"156","CCNB1","228729_at",1.85e-38,1.12e-40,17.8,81.9580554,3.17,"cyclin B1","ILMN_1712803",0.00783651,0.000793,3.7135349,-0.73239,0.9198075,"cyclin B1"
"157","CCNB2","202705_at",2.89e-36,2.21e-38,17,76.7003221,2.48,"cyclin B2","ILMN_1801939",0.00177837,8.95e-05,4.4914092,1.33045,1.0034087,"cyclin B2"
"158","CCNC","1569126_at",2.47e-13,2.53e-14,-8.34,21.656707,-1.07,"cyclin C","ILMN_2409395",0.00226726,0.00013,4.3603797,0.97598,1.268207,"cyclin C"
"159","CCNF","204826_at",7.79e-24,2.47e-25,12.3,46.8053068,1.16,"cyclin F","ILMN_1773119",0.02158542,0.00344,-3.1639948,-2.10129,-0.6811408,"cyclin F"
"160","CCT2","201947_s_at",5.91e-35,5.23e-37,16.5,73.5501184,0.626,"chaperonin containing TCP1 subunit 2","ILMN_1679382",0.00641613,0.000597,3.8165842,-0.46601,0.9401019,"chaperonin containing TCP1 subunit 2"
"161","CD207","220428_at",1.67e-11,2.1e-12,-7.59,17.2954909,-1.55,"CD207 molecule","ILMN_1718754",0.0065555,0.000617,-3.8044637,-0.49747,-1.240696,"CD207 molecule"
"162","CD248","219025_at",2.17e-07,4.37e-08,-5.74,7.5388355,-0.953,"CD248 molecule","ILMN_1726589",2.406e-05,6.47e-08,-7.022136,8.23781,-1.5211157,"CD248 molecule"
"163","CD36","206488_s_at",2.53e-16,1.86e-17,9.52,28.7981144,1.22,"CD36 molecule","ILMN_1796094",0.00049153,1.18e-05,5.1952342,3.25966,2.5602112,"CD36 molecule"
"164","CD3D","213539_at",7.45e-22,2.94e-23,11.6,42.0577166,2.71,"CD3d molecule","ILMN_2325837",0.0205502,0.00321,3.1908151,-2.03683,1.3581754,"CD3d molecule"
"165","CD58","216942_s_at",1.2e-14,1.05e-15,8.86,24.7987915,0.967,"CD58 molecule","ILMN_1785268",6.417e-05,4.76e-07,6.3135024,6.33256,1.7056386,"CD58 molecule"
"166","CD99","201028_s_at",2.47e-13,2.53e-14,-8.34,21.6558006,-0.929,"CD99 molecule","ILMN_2056032",0.03273328,0.00622,-2.9329111,-2.64485,-0.7474809,"CD99 molecule"
"167","CD99L2","233825_s_at",1.43e-09,2.25e-10,-6.75,12.6953795,-0.638,"CD99 molecule like 2","ILMN_2388142",0.0284906,0.00509,-3.0120051,-2.46128,-0.6440994,"CD99 molecule like 2"
"168","CDC34","212540_at",2.46e-08,4.45e-09,6.19,9.7700476,0.628,"cell division cycle 34","ILMN_1713006",0.03579349,0.007,-2.8857908,-2.75292,-0.5896888,"cell division cycle 34"
"169","CDC42","208727_s_at",3.17e-35,2.73e-37,16.6,74.196237,0.992,"cell division cycle 42","ILMN_1675156",0.00273338,0.000171,4.2645177,0.7181,0.6799245,"cell division cycle 42"
"170","CDC42EP1","204693_at",4.19e-23,1.43e-24,12.1,45.0610384,1.26,"CDC42 effector protein 1","ILMN_2401964",0.00516487,0.000432,-3.9334229,-0.16097,-0.7505557,"CDC42 effector protein 1"
"171","CDC45","204126_s_at",3e-27,6.5e-29,13.6,55.0047017,1.5,"cell division cycle 45","ILMN_1670238",0.01388352,0.00184,3.4030772,-1.51757,0.6505419,"cell division cycle 45"
"172","CDC7","204510_at",3.67e-09,6.02e-10,6.57,11.7281949,0.725,"cell division cycle 7","ILMN_1741801",0.01300985,0.00168,3.4367006,-1.43392,1.0593769,"cell division cycle 7"
"173","CDCA7","224428_s_at",5.08e-16,3.85e-17,9.4,28.076761,1.02,"cell division cycle associated 7","ILMN_1737184",0.00146018,6.5e-05,4.6031382,1.63426,0.8173628,"cell division cycle associated 7"
"174","CDH3","203256_at",4.31e-24,1.33e-25,12.4,47.4204116,1.48,"cadherin 3","ILMN_1704294",0.00899164,0.000973,-3.6385141,-0.92463,-0.7724432,"cadherin 3"
"175","CDK1","210559_s_at",1.67e-41,6.67e-44,19.1,89.3433774,3.55,"cyclin dependent kinase 1","ILMN_1747911",5.69e-05,3.68e-07,6.403924,6.57821,1.3881929,"cyclin dependent kinase 1"
"176","CDK9","236023_at",0.00124,0.000408,-3.61,-1.254092,-0.683,"cyclin dependent kinase 9","ILMN_1747556",0.00706336,0.000686,-3.7662266,-0.59651,-0.6822522,"cyclin dependent kinase 9"
"177","CDKN3","1555758_a_at",3.21e-33,3.42e-35,15.8,69.3911317,3.34,"cyclin dependent kinase inhibitor 3","ILMN_1666305",0.00019122,2.87e-06,5.6858133,4.61279,1.5495985,"cyclin dependent kinase inhibitor 3"
"178","CEBPA","204039_at",5.47e-06,1.3e-06,5.02,4.2391225,0.61,"CCAAT/enhancer binding protein alpha","ILMN_1715715",0.01113662,0.00133,-3.5226483,-1.21849,-1.0553041,"CCAAT/enhancer binding protein alpha"
"179","CENPE","205046_at",7.11e-40,3.53e-42,18.4,85.397299,3.77,"centromere protein E","ILMN_1716279",0.00041082,8.91e-06,5.2933934,3.53045,1.3133472,"centromere protein E"
"180","CENPF","207828_s_at",4.76e-30,7.25e-32,14.6,61.7693775,2.19,"centromere protein F","ILMN_1664516",0.00061617,1.71e-05,5.0682395,2.90962,1.3726695,"centromere protein F"
"181","CENPN","228559_at",1.74e-22,6.36e-24,11.8,43.5782638,2.57,"centromere protein N","ILMN_1720526",7.077e-05,5.53e-07,6.2609269,6.18944,1.6494195,"centromere protein N"
"182","CENPW","226936_at",4.6e-30,6.99e-32,14.7,61.8047967,1.55,"centromere protein W","ILMN_1763907",0.00030004,5.32e-06,5.4723933,4.02437,1.1746424,"centromere protein W"
"183","CEP135","207286_at",3.73e-14,3.46e-15,-8.67,23.6232089,-1.23,"centrosomal protein 135","ILMN_1693766",0.00177345,8.88e-05,4.4942394,1.33813,1.3028062,"centrosomal protein 135"
"184","CEP55","218542_at",4.49e-31,6.08e-33,15,64.2352355,1.97,"centrosomal protein 55","ILMN_1747016",0.0001263,1.48e-06,5.917275,5.24939,1.1407715,"centrosomal protein 55"
"185","CEP83","239282_at",0.00282,0.000985,3.35,-2.078127,0.644,"centrosomal protein 83","ILMN_1799113",0.00169174,8.16e-05,4.5239142,1.4187,1.8570364,"centrosomal protein 83"
"186","CFDP1","236588_at",5.31e-14,5.01e-15,8.61,23.2565785,0.766,"craniofacial development protein 1","ILMN_1800837",0.00108039,4.09e-05,4.764933,2.07628,0.9616837,"craniofacial development protein 1"
"187","CHCHD4","229595_at",1.85e-10,2.62e-11,7.14,14.8065921,0.74,"coiled-coil-helix-coiled-coil-helix domain containing 4","ILMN_1813938",0.02337398,0.00387,3.1193931,-2.20788,0.6479571,"coiled-coil-helix-coiled-coil-helix domain containing 4"
"188","CHD6","234681_s_at",6.13e-11,8.21e-12,-7.35,15.9509293,-0.774,"chromodomain helicase DNA binding protein 6","ILMN_2209163",0.04800452,0.0105,2.7232542,-3.11787,0.971116,"chromodomain helicase DNA binding protein 6"
"189","CHEK1","205393_s_at",3.12e-41,1.3e-43,18.9,88.6822826,2.78,"checkpoint kinase 1","ILMN_1664630",0.0039594,0.000293,4.072018,0.20458,0.8677599,"checkpoint kinase 1"
"190","CHEK2","210416_s_at",2.47e-14,2.25e-15,8.74,24.0501497,0.732,"checkpoint kinase 2","ILMN_2395236",0.0017663,8.83e-05,4.4960045,1.34292,0.6248419,"checkpoint kinase 2"
"191","CHURC1","223210_at",1.01e-07,1.96e-08,-5.9,8.3205757,-0.622,"churchill domain containing 1","ILMN_1798177",0.01482848,0.00202,3.3675948,-1.60545,1.1098844,"churchill domain containing 1"
"192","CIRBP","225191_at",4.69e-41,1.98e-43,-18.9,88.2609574,-0.833,"cold inducible RNA binding protein","ILMN_1674661",0.03180275,0.00597,-2.9488389,-2.6081,-0.8041701,"cold inducible RNA binding protein"
"193","CISD2","226686_at",7.38e-14,7.12e-15,8.55,22.9093706,0.892,"CDGSH iron sulfur domain 2","ILMN_1796397",0.00787447,8e-04,3.7102562,-0.74083,0.6808604,"CDGSH iron sulfur domain 2"
"194","CITED4","228625_at",2.45e-08,4.43e-09,6.19,9.7729689,0.62,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4","ILMN_1787691",0.00264699,0.000163,-4.2806851,0.7615,-1.1900739,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"
"195","CKAP2","218252_at",7.57e-14,7.31e-15,8.55,22.8828502,0.826,"cytoskeleton associated protein 2","ILMN_1674411",0.00033489,6.32e-06,5.4125976,3.85938,1.1254541,"cytoskeleton associated protein 2"
"196","CKAP2L","229610_at",1.7e-27,3.55e-29,13.7,55.6053374,2.27,"cytoskeleton associated protein 2 like","ILMN_1751776",0.00064877,1.85e-05,5.0403613,2.83284,1.4208574,"cytoskeleton associated protein 2 like"
"197","CKB","200884_at",9.78e-20,4.92e-21,-10.8,36.9709549,-0.793,"creatine kinase B","ILMN_1671478",0.04538081,0.0097,-2.7540317,-3.04972,-0.7006301,"creatine kinase B"
"198","CKS2","204170_s_at",4.49e-28,8.74e-30,13.9,57.0005716,1.54,"CDC28 protein kinase regulatory subunit 2","ILMN_2072296",0.00091064,3.17e-05,4.8538244,2.31998,1.523319,"CDC28 protein kinase regulatory subunit 2"
"199","CLCN7","38069_at",9.13e-10,1.4e-10,6.84,13.1602224,0.661,"chloride voltage-gated channel 7","ILMN_1694731",0.0092459,0.00102,-3.6229012,-0.96445,-0.9720959,"chloride voltage-gated channel 7"
"200","CLEC2D","228426_at",9.79e-08,1.89e-08,5.91,8.3552428,1.05,"C-type lectin domain family 2 member D","ILMN_1711702",0.00468754,0.000374,3.9853729,-0.0244,1.0310271,"C-type lectin domain family 2 member D"
"201","CLIC3","219529_at",8.39e-13,9.07e-14,8.13,20.3940427,1.81,"chloride intracellular channel 3","ILMN_1796423",0.02338753,0.00387,-3.1185137,-2.20997,-0.9871354,"chloride intracellular channel 3"
"202","CLN8","222874_s_at",1.72e-31,2.2e-33,15.2,65.2451123,2.39,"ceroid-lipofuscinosis, neuronal 8","ILMN_1701094",0.00747273,0.000739,-3.7390653,-0.66664,-0.8735994,"ceroid-lipofuscinosis, neuronal 8"
"203","CLPTM1","211136_s_at",0.00104,0.000337,3.66,-1.0734826,0.621,"CLPTM1, transmembrane protein","ILMN_1665831",0.00384178,0.000281,-4.087583,0.24586,-1.1333622,"CLPTM1, transmembrane protein"
"204","CLPX","204809_at",6e-38,3.87e-40,17.6,80.7227574,0.931,"caseinolytic mitochondrial matrix peptidase chaperone subunit","ILMN_1709894",0.02872193,0.00517,3.0055642,-2.47633,0.9311775,"caseinolytic mitochondrial matrix peptidase chaperone subunit"
"205","CLUAP1","235080_at",0.000176,5.11e-05,4.16,0.7132822,0.784,"clusterin associated protein 1","ILMN_2355042",0.00036795,7.52e-06,5.3523907,3.69324,1.0326354,"clusterin associated protein 1"
"206","CMAHP","205518_s_at",1.45e-27,3.01e-29,-13.7,55.7694123,-2,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene","ILMN_1704084",0.0125861,0.0016,3.4544307,-1.38967,1.5185436,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"207","CMIP","224992_s_at",4.31e-08,8e-09,6.07,9.1958099,0.724,"c-Maf inducing protein","ILMN_1738075",0.00854701,0.000905,-3.6651301,-0.8566,-0.8944444,"c-Maf inducing protein"
"208","CMSS1","224523_s_at",2.13e-09,3.41e-10,6.68,12.2878228,0.646,"cms1 ribosomal small subunit homolog (yeast)","ILMN_2215545",4.105e-05,2.24e-07,6.5790011,7.05191,1.3996515,"cms1 ribosomal small subunit homolog (yeast)"
"209","CNIH4","228437_at",1.71e-05,4.32e-06,4.75,3.0819689,0.729,"cornichon family AMPA receptor auxiliary protein 4","ILMN_1714759",0.01723831,0.00252,3.2829189,-1.81345,1.1323292,"cornichon family AMPA receptor auxiliary protein 4"
"210","COA6","225638_at",1.24e-25,3.2e-27,13,51.1290525,0.801,"cytochrome c oxidase assembly factor 6","ILMN_1681741",0.00017617,2.52e-06,5.7319779,4.73993,1.104757,"cytochrome c oxidase assembly factor 6"
"211","COMMD2","223491_at",6.56e-21,2.88e-22,11.3,39.7872663,1.13,"COMM domain containing 2","ILMN_1683305",0.00049311,1.19e-05,5.1932491,3.25419,1.0352137,"COMM domain containing 2"
"212","COMMD8","218351_at",9.8e-12,1.19e-12,7.69,17.8499196,0.695,"COMM domain containing 8","ILMN_1765644",6.971e-05,5.38e-07,6.2705607,6.21568,2.0694505,"COMM domain containing 8"
"213","COPS2","202467_s_at",5.2e-26,1.29e-27,13.1,52.0314191,0.596,"COP9 signalosome subunit 2","ILMN_1655827",0.00319172,0.000216,4.1809068,0.49429,1.241907,"COP9 signalosome subunit 2"
"214","COQ3","223515_s_at",1.64e-10,2.32e-11,7.16,14.9294009,0.659,"coenzyme Q3, methyltransferase","ILMN_1801378",8.151e-05,7.5e-07,6.1537473,5.89705,1.1419901,"coenzyme Q3, methyltransferase"
"215","COQ8A","218168_s_at",1.27e-29,2.03e-31,-14.5,60.7422322,-1.01,"coenzyme Q8A","ILMN_1731064",0.00550768,0.000478,-3.8966361,-0.25734,-1.0189789,"coenzyme Q8A"
"216","CORO1A","209083_at",1.86e-08,3.31e-09,6.25,10.0576338,0.992,"coronin 1A","ILMN_1713749",0.03116592,0.00582,-2.959082,-2.58441,-0.6536843,"coronin 1A"
"217","CORO1B","64486_at",5e-09,8.32e-10,6.51,11.4111115,0.772,"coronin 1B","ILMN_2377019",0.00101876,3.77e-05,-4.7930108,2.1532,-0.8007956,"coronin 1B"
"218","CPA4","205832_at",4.21e-13,4.42e-14,8.25,21.1052906,0.677,"carboxypeptidase A4","ILMN_1784294",0.00802417,0.000823,-3.6999403,-0.76734,-1.1159,"carboxypeptidase A4"
"219","CRIP2","208978_at",4.32e-18,2.58e-19,-10.2,33.0405563,-1.56,"cysteine rich protein 2","ILMN_1694432",0.03069416,0.00568,-2.9688921,-2.56167,-0.9132377,"cysteine rich protein 2"
"220","CRIPT","222702_x_at",1.48e-18,8.5e-20,10.4,34.141175,1.2,"CXXC repeat containing interactor of PDZ3 domain","ILMN_1813256",0.0012517,5.17e-05,4.6834651,1.85343,1.1584391,"CXXC repeat containing interactor of PDZ3 domain"
"221","CRLS1","241741_at",1.24e-14,1.09e-15,-8.86,24.7668075,-1.32,"cardiolipin synthase 1","ILMN_1737685",0.02908714,0.00528,2.9977983,-2.49445,0.6871981,"cardiolipin synthase 1"
"222","CRY2","212695_at",2.45e-28,4.63e-30,-14,57.6320513,-1.91,"cryptochrome circadian clock 2","ILMN_1796180",0.00039438,8.3e-06,-5.318025,3.59841,-1.0594794,"cryptochrome circadian clock 2"
"223","CRYZL1","1552347_at",2.36e-28,4.44e-30,-14,57.6737482,-1.27,"crystallin zeta like 1","ILMN_1762115",0.00534096,0.000459,3.9118575,-0.2175,0.896108,"crystallin zeta like 1"
"224","CSK","202329_at",1.32e-22,4.73e-24,11.9,43.871689,0.729,"c-src tyrosine kinase","ILMN_1754121",0.02004549,0.0031,-3.2048857,-2.00291,-1.0082519,"c-src tyrosine kinase"
"225","CSPP1","220072_at",8.35e-07,1.8e-07,-5.45,6.1574666,-0.892,"centrosome and spindle pole associated protein 1","ILMN_2393994",0.00010878,1.13e-06,6.0116015,5.50812,1.3836982,"centrosome and spindle pole associated protein 1"
"226","CTNNBIP1","203081_at",3.82e-10,5.63e-11,-7.01,14.056719,-0.841,"catenin beta interacting protein 1","ILMN_2381168",0.01871916,0.00281,-3.2413133,-1.91474,-0.6086922,"catenin beta interacting protein 1"
"227","CTNS","204925_at",1.19e-13,1.17e-14,8.47,22.416585,1.37,"cystinosin, lysosomal cystine transporter","ILMN_1807719",0.01426962,0.0019,-3.3895445,-1.55113,-0.6802388,"cystinosin, lysosomal cystine transporter"
"228","CTSB","213274_s_at",3.89e-22,1.48e-23,11.7,42.7370113,2,"cathepsin B","ILMN_2359742",0.01589841,0.00225,-3.3267414,-1.70611,-0.7811063,"cathepsin B"
"229","CTSC","225647_s_at",2.12e-16,1.54e-17,9.55,28.9840675,1.27,"cathepsin C","ILMN_2242463",0.01537691,0.00214,3.3456702,-1.65954,0.7334623,"cathepsin C"
