"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.AD","adj.P.Val.AD","P.Value.AD","t.AD","B.AD","logFC.AD","Gene.title.AD"
"401","GALNT6","219956_at",5.38e-42,2.04e-44,19.2,90.5220842,3.64,"polypeptide N-acetylgalactosaminyltransferase 6","219956_at",0.322,0.01286733,2.69,-4.64998,1.76,"polypeptide N-acetylgalactosaminyltransferase 6"
"402","GAPVD1","214869_x_at",1.37e-25,3.56e-27,13,51.0241057,1.11,"GTPase activating protein and VPS9 domains 1","214869_x_at",0.278,0.00785993,2.91,-4.18365,0.725,"GTPase activating protein and VPS9 domains 1"
"403","GAS2","205848_at",7.6e-13,8.18e-14,-8.14,20.4966386,-0.949,"growth arrest specific 2","205848_at",0.416,0.02761067,-2.35,-5.35935,-0.97,"growth arrest specific 2"
"404","GATA6","210002_at",6.81e-19,3.77e-20,-10.5,34.9472028,-1.78,"GATA binding protein 6","210002_at",0.196,0.0013468,-3.64,-2.47815,-1.49,"GATA binding protein 6"
"405","GATB","233593_at",4.07e-35,3.55e-37,16.6,73.9367415,3.07,"glutamyl-tRNA amidotransferase subunit B","204300_at",0.416,0.02762414,2.35,-5.35979,0.918,"glutamyl-tRNA amidotransferase subunit B"
"406","GBP1","202269_x_at",4.65e-36,3.66e-38,16.9,76.1970613,3.23,"guanylate binding protein 1","231577_s_at",0.294,0.0098067,2.81,-4.3937,0.707,"guanylate binding protein 1"
"407","GCLM","203925_at",8.31e-07,1.79e-07,5.45,6.1624367,0.963,"glutamate-cysteine ligase modifier subunit","236140_at",0.363,0.0182246,-2.54,-4.97557,-0.62,"glutamate-cysteine ligase modifier subunit"
"408","GDPD3","219722_s_at",3.84e-42,1.41e-44,19.3,90.8917737,2.31,"glycerophosphodiester phosphodiesterase domain containing 3","219722_s_at",0.42,0.02820054,2.34,-5.37872,0.866,"glycerophosphodiester phosphodiesterase domain containing 3"
"409","GFRA1","230163_at",3.63e-08,6.67e-09,-6.11,9.3724415,-0.838,"GDNF family receptor alpha 1","227550_at",0.245,0.00408752,-3.18,-3.55729,-0.841,"GDNF family receptor alpha 1"
"410","GFRA3","229936_at",1.44e-09,2.25e-10,-6.75,12.6934633,-0.703,"GDNF family receptor alpha 3","229936_at",0.384,0.02140918,-2.47,-5.12502,-0.995,"GDNF family receptor alpha 3"
"411","GHR","205498_at",7.42e-09,1.26e-09,-6.43,11.0056691,-0.669,"growth hormone receptor","205498_at",0.264,0.0065015,-2.99,-4.00272,-1.03,"growth hormone receptor"
"412","GIMAP1","1552318_at",3.06e-06,7.08e-07,-5.15,4.8300484,-0.603,"GTPase, IMAP family member 1","236583_at",0.177,0.00086039,-3.82,-2.03822,-0.899,"GTPase, IMAP family member 1"
"413","GJB2","223278_at",1.31e-52,1.15e-55,23.7,116.2494531,1.86,"gap junction protein beta 2","223278_at",0.293,0.00950769,2.83,-4.36437,1.14,"gap junction protein beta 2"
"414","GKAP1","234192_s_at",4.66e-10,6.93e-11,-6.97,13.8518053,-1.26,"G kinase anchoring protein 1","234192_s_at",0.255,0.00489538,-3.11,-3.73085,-0.845,"G kinase anchoring protein 1"
"415","GLDC","204836_at",2.17e-10,3.1e-11,-7.11,14.6413499,-2.71,"glycine decarboxylase","204836_at",0.49,0.04499497,-2.12,-5.80227,-1.74,"glycine decarboxylase"
"416","GLRB","205280_at",2.44e-13,2.5e-14,-8.34,21.6671245,-1.44,"glycine receptor beta","205280_at",0.264,0.00652312,-2.99,-4.00589,-1.16,"glycine receptor beta"
"417","GMFB","202543_s_at",1.45e-29,2.34e-31,14.5,60.6044862,2.44,"glia maturation factor beta","202543_s_at",0.444,0.03360122,2.26,-5.53862,0.728,"glia maturation factor beta"
"418","GNA15","205349_at",2.18e-33,2.29e-35,15.9,69.790652,2.22,"G protein subunit alpha 15","205349_at",0.293,0.00952826,2.82,-4.36642,1.05,"G protein subunit alpha 15"
"419","GOLGA2P10","223326_s_at",4.09e-08,7.57e-09,6.09,9.2492005,0.712,"golgin A2 pseudogene 10","223326_s_at",0.423,0.02893654,2.33,-5.4023,0.656,"golgin A2 pseudogene 10"
"420","GOSR2","210009_s_at",8.36e-18,5.16e-19,10.1,32.3512425,1.99,"golgi SNAP receptor complex member 2","243880_at",0.243,0.00388927,-3.2,-3.50935,-1.36,"golgi SNAP receptor complex member 2"
"421","GPAM","225424_at",7.02e-05,1.93e-05,-4.4,1.6447378,-1.09,"glycerol-3-phosphate acyltransferase, mitochondrial","225424_at",0.285,0.00866382,-2.87,-4.27622,-1.85,"glycerol-3-phosphate acyltransferase, mitochondrial"
"422","GPAT3","224480_s_at",2.07e-21,8.61e-23,11.4,40.9888227,1.83,"glycerol-3-phosphate acyltransferase 3","224480_s_at",0.384,0.02154296,2.46,-5.13079,0.981,"glycerol-3-phosphate acyltransferase 3"
"423","GPC4","204984_at",8.6e-30,1.36e-31,-14.5,61.1447752,-2.13,"glypican 4","204984_at",0.281,0.00820418,-2.89,-4.22442,-1.07,"glypican 4"
"424","GPC6","227059_at",9.69e-20,4.86e-21,-10.8,36.9819465,-2,"glypican 6","223730_at",0.329,0.01364108,-2.67,-4.70483,-0.858,"glypican 6"
"425","GPD1","204997_at",2.56e-09,4.13e-10,-6.64,12.0974068,-1.16,"glycerol-3-phosphate dehydrogenase 1","204997_at",0.201,0.00144869,-3.61,-2.54953,-2.33,"glycerol-3-phosphate dehydrogenase 1"
"426","GPD1L","212510_at",9.42e-32,1.18e-33,-15.3,65.8682068,-0.864,"glycerol-3-phosphate dehydrogenase 1-like","212510_at",0.195,0.00123381,-3.67,-2.39229,-0.719,"glycerol-3-phosphate dehydrogenase 1-like"
"427","GPIHBP1","238062_at",3.86e-12,4.5e-13,-7.85,18.8132173,-1.54,"glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1","238062_at",0.195,0.00121024,-3.68,-2.37338,-2.21,"glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1"
"428","GPLD1","206265_s_at",1.78e-24,5.32e-26,12.6,48.332984,2.76,"glycosylphosphatidylinositol specific phospholipase D1","215554_at",0.422,0.02872204,-2.33,-5.39549,-1.14,"glycosylphosphatidylinositol specific phospholipase D1"
"429","GPR146","228770_at",3.3e-20,1.57e-21,-11,38.1012826,-1.26,"G protein-coupled receptor 146","228770_at",0.28,0.0081169,-2.89,-4.21425,-0.803,"G protein-coupled receptor 146"
"430","GPR171","207651_at",2.75e-09,4.46e-10,6.63,12.0236506,1.55,"G protein-coupled receptor 171","207651_at",0.139,0.0003135,4.22,-1.0399,1.32,"G protein-coupled receptor 171"
"431","GPR183","205419_at",2.32e-20,1.09e-21,11,38.4680056,1.88,"G protein-coupled receptor 183","205419_at",0.207,0.00182063,3.52,-2.7728,1.68,"G protein-coupled receptor 183"
"432","GPR68","229055_at",2.96e-44,9.19e-47,20.2,95.8929903,2.4,"G protein-coupled receptor 68","229055_at",0.139,0.00030339,4.24,-1.00735,1.26,"G protein-coupled receptor 68"
"433","GPRASP1","204793_at",1.81e-13,1.83e-14,-8.39,21.9764005,-1.51,"G protein-coupled receptor associated sorting protein 1","204793_at",0.25,0.00452319,-3.14,-3.65482,-1.27,"G protein-coupled receptor associated sorting protein 1"
"434","GPRC5B","225511_at",6.66e-13,7.12e-14,-8.17,20.633782,-0.871,"G protein-coupled receptor class C group 5 member B","203632_s_at",0.325,0.01320132,-2.68,-4.67406,-0.745,"G protein-coupled receptor class C group 5 member B"
"435","GPSM2","233058_at",3.75e-05,9.94e-06,4.56,2.2805617,0.809,"G-protein signaling modulator 2","205240_at",0.264,0.00654352,2.99,-4.00887,0.72,"G-protein signaling modulator 2"
"436","GPSM3","204265_s_at",1.43e-07,2.82e-08,5.83,7.9644015,0.734,"G-protein signaling modulator 3","204265_s_at",0.335,0.01457259,2.64,-4.76677,1.13,"G-protein signaling modulator 3"
"437","GPX4","201106_at",1.54e-11,1.93e-12,-7.6,17.3793021,-0.672,"glutathione peroxidase 4","201106_at",0.247,0.00420252,-3.17,-3.58403,-0.6,"glutathione peroxidase 4"
"438","GRHL3","232116_at",1.69e-36,1.26e-38,17.1,77.2594812,2.56,"grainyhead like transcription factor 3","232116_at",0.39,0.02256863,2.44,-5.17378,1.18,"grainyhead like transcription factor 3"
"439","GRIA2","236538_at",1.47e-05,3.7e-06,-4.79,3.2325582,-0.643,"glutamate ionotropic receptor AMPA type subunit 2","236538_at",0.5,0.04797249,-2.09,-5.85961,-1.41,"glutamate ionotropic receptor AMPA type subunit 2"
"440","GSDMC","234305_s_at",4.71e-17,3.19e-18,9.8,30.5463366,1.02,"gasdermin C","234305_s_at",0.264,0.00646699,2.99,-3.99763,1.05,"gasdermin C"
"441","GSPT2","205541_s_at",1.63e-06,3.64e-07,-5.3,5.4758886,-0.961,"G1 to S phase transition 2","205541_s_at",0.232,0.00295633,-3.32,-3.24417,-0.638,"G1 to S phase transition 2"
"442","GSTO2","229155_at",1.11e-12,1.22e-13,-8.08,20.1030069,-0.908,"glutathione S-transferase omega 2","229155_at",0.32,0.01263222,-2.7,-4.63264,-0.648,"glutathione S-transferase omega 2"
"443","GUSBP1","226947_at",5.23e-11,6.93e-12,7.38,16.1169702,0.825,"glucuronidase, beta pseudogene 1///glucuronidase, beta pseudogene 4","235888_at",0.441,0.03287388,-2.27,-5.51871,-0.897,"glucuronidase, beta pseudogene 1///glucuronidase, beta pseudogene 4"
"444","GXYLT2","235733_at",3.25e-07,6.69e-08,-5.65,7.1222272,-1.43,"glucoside xylosyltransferase 2","235733_at",0.331,0.01409742,-2.65,-4.7357,-0.722,"glucoside xylosyltransferase 2"
"445","GYG2","210964_s_at",1.59e-05,4.02e-06,-4.77,3.1522605,-1.02,"glycogenin 2","210964_s_at",0.41,0.02660331,-2.37,-5.32525,-1.48,"glycogenin 2"
"446","GZMA","205488_at",7.07e-19,3.92e-20,10.5,34.908654,2.68,"granzyme A","205488_at",0.475,0.04127027,2.16,-5.72464,1.34,"granzyme A"
"447","GZMB","210164_at",5.48e-58,2.61e-61,26.2,129.1372838,5.92,"granzyme B","210164_at",0.264,0.00647747,2.99,-3.99918,2.25,"granzyme B"
"448","H2AFJ","228213_at",2.76e-17,1.82e-18,-9.89,31.102,-0.785,"H2A histone family member J","228213_at",0.135,0.00022958,-4.35,-0.73015,-0.662,"H2A histone family member J"
"449","H2AFX","213344_s_at",3.71e-32,4.39e-34,15.4,66.8509721,1.58,"H2A histone family member X","205436_s_at",0.184,0.00092855,3.79,-2.11322,0.705,"H2A histone family member X"
"450","HACL1","223211_at",2.79e-13,2.88e-14,-8.32,21.528007,-0.738,"2-hydroxyacyl-CoA lyase 1","223211_at",0.161,0.00057699,-3.98,-1.64421,-1.05,"2-hydroxyacyl-CoA lyase 1"
"451","HAL","217521_at",2.28e-23,7.57e-25,12.2,45.6926871,2.11,"histidine ammonia-lyase","206643_at",0.388,0.02231655,2.45,-5.16341,1.39,"histidine ammonia-lyase"
"452","HAO2","231156_at",6.62e-09,1.12e-09,-6.45,11.1236182,-2,"hydroxyacid oxidase 2","231156_at",0.283,0.00842057,-2.88,-4.24917,-2.09,"hydroxyacid oxidase 2"
"453","HAS3","223541_at",1.09e-32,1.2e-34,15.6,68.1378763,4.11,"hyaluronan synthase 3","223541_at",0.357,0.01731757,2.56,-4.92804,1.64,"hyaluronan synthase 3"
"454","HCK","208018_s_at",5.37e-10,8.05e-11,6.94,13.704585,0.791,"HCK proto-oncogene, Src family tyrosine kinase","208018_s_at",0.191,0.00112043,3.71,-2.29775,1.14,"HCK proto-oncogene, Src family tyrosine kinase"
"455","HCLS1","202957_at",3.61e-10,5.3e-11,7.02,14.1147464,0.815,"hematopoietic cell-specific Lyn substrate 1","202957_at",0.389,0.02242498,2.44,-5.16789,0.793,"hematopoietic cell-specific Lyn substrate 1"
"456","HEATR3","1554478_a_at",2.76e-19,1.46e-20,10.6,35.8923803,1.58,"HEAT repeat containing 3","1554478_a_at",0.473,0.04101593,2.16,-5.71907,0.886,"HEAT repeat containing 3"
"457","HELLS","223556_at",2.83e-28,5.41e-30,14,57.4788526,2.45,"helicase, lymphoid-specific","220085_at",0.488,0.04459538,2.12,-5.79427,1.07,"helicase, lymphoid-specific"
"458","HERC6","219352_at",6.97e-47,1.54e-49,21.2,102.2433456,4.04,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6","219352_at",0.407,0.02591189,2.38,-5.30106,1.37,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 6"
"459","HES2","231928_at",2.82e-12,3.24e-13,7.91,19.1382575,1.22,"hes family bHLH transcription factor 2","231928_at",0.479,0.04201496,2.15,-5.74073,0.592,"hes family bHLH transcription factor 2"
"460","HEY2","219743_at",6.55e-06,1.58e-06,-4.98,4.0551083,-0.938,"hes related family bHLH transcription factor with YRPW motif 2","219743_at",0.503,0.04870147,-2.08,-5.87308,-0.709,"hes related family bHLH transcription factor with YRPW motif 2"
"461","HGD","205221_at",2.81e-07,5.73e-08,-5.68,7.2737645,-1.38,"homogentisate 1,2-dioxygenase","205221_at",0.45,0.03550164,-2.23,-5.58858,-1.5,"homogentisate 1,2-dioxygenase"
"462","HIBADH","224812_at",1.11e-34,1.01e-36,-16.4,72.8937768,-0.807,"3-hydroxyisobutyrate dehydrogenase","224812_at",0.211,0.00195658,-3.49,-2.84303,-0.805,"3-hydroxyisobutyrate dehydrogenase"
"463","HIF3A","222123_s_at",4.55e-10,6.75e-11,-6.97,13.8773401,-1.1,"hypoxia inducible factor 3 alpha subunit","219319_at",0.475,0.04144295,-2.16,-5.7284,-0.631,"hypoxia inducible factor 3 alpha subunit"
"464","HJURP","218726_at",3.79e-20,1.82e-21,11,37.9559651,1.5,"Holliday junction recognition protein","218726_at",0.28,0.00801335,2.9,-4.20204,0.692,"Holliday junction recognition protein"
"465","HLA-DOB","205671_s_at",2.7e-08,4.9e-09,6.17,9.674474,1.03,"major histocompatibility complex, class II, DO beta","205671_s_at",0.27,0.00707241,2.95,-4.08307,0.886,"major histocompatibility complex, class II, DO beta"
"466","HLA-DPA1","213537_at",0.00412,0.00147,3.23,-2.4528491,0.882,"major histocompatibility complex, class II, DP alpha 1","213537_at",0.379,0.02079865,2.48,-5.09823,0.915,"major histocompatibility complex, class II, DP alpha 1"
"467","HLF","204754_at",1.75e-14,1.57e-15,-8.8,24.4078461,-1.02,"HLF, PAR bZIP transcription factor","204754_at",0.326,0.01338124,-2.68,-4.68677,-0.636,"HLF, PAR bZIP transcription factor"
"468","HMGCS1","205822_s_at",1.13e-09,1.75e-10,6.8,12.9401706,2.06,"3-hydroxy-3-methylglutaryl-CoA synthase 1","221750_at",0.429,0.03015403,-2.31,-5.43998,-0.855,"3-hydroxy-3-methylglutaryl-CoA synthase 1"
"469","HMGCS2","204607_at",8.87e-31,1.24e-32,-14.9,63.5276445,-3.84,"3-hydroxy-3-methylglutaryl-CoA synthase 2","204607_at",0.418,0.02795591,-2.34,-5.37073,-1.42,"3-hydroxy-3-methylglutaryl-CoA synthase 2"
"470","HMMR","209709_s_at",7.75e-30,1.21e-31,14.6,61.2552977,2.47,"hyaluronan mediated motility receptor","207165_at",0.36,0.01785762,2.55,-4.95664,1,"hyaluronan mediated motility receptor"
"471","HOMER2","217080_s_at",3.18e-07,6.54e-08,5.65,7.1451734,0.694,"homer scaffolding protein 2","1556097_at",0.44,0.03254555,-2.27,-5.50958,-0.613,"homer scaffolding protein 2"
"472","HOXA10","213150_at",4.66e-08,8.68e-09,-6.06,9.115434,-0.612,"homeobox A10","213150_at",0.449,0.03533363,-2.23,-5.58427,-0.766,"homeobox A10"
"473","HRASLS5","231050_at",6.62e-14,6.34e-15,-8.57,23.0246632,-1.63,"HRAS like suppressor family member 5","231050_at",0.304,0.01072991,-2.77,-4.47878,-1.06,"HRAS like suppressor family member 5"
"474","HRH1","205579_at",2.69e-05,6.98e-06,4.64,2.6210774,1.01,"histamine receptor H1","205579_at",0.347,0.01586523,2.6,-4.84629,1.11,"histamine receptor H1"
"475","HS3ST3A1","219985_at",5.38e-34,5.22e-36,16.1,71.2612788,2.7,"heparan sulfate-glucosamine 3-sulfotransferase 3A1","219985_at",0.27,0.00705567,2.95,-4.08081,0.915,"heparan sulfate-glucosamine 3-sulfotransferase 3A1"
"476","HS3ST3B1","227361_at",3.46e-18,2.05e-19,10.2,33.2668571,1.42,"heparan sulfate-glucosamine 3-sulfotransferase 3B1","227361_at",0.345,0.01564218,2.61,-4.83306,0.663,"heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"477","HSD11B1","205404_at",7.29e-25,2.08e-26,-12.7,49.2682106,-4.64,"hydroxysteroid 11-beta dehydrogenase 1","205404_at",0.135,0.00018272,-4.44,-0.50268,-3.29,"hydroxysteroid 11-beta dehydrogenase 1"
"478","HSPB2-C11orf52","238805_at",9.03e-32,1.13e-33,-15.3,65.9122263,-2.47,"HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2","238805_at",0.267,0.00682913,-2.97,-4.04967,-0.919,"HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2"
"479","HSPB6","226304_at",1.37e-08,2.4e-09,-6.31,10.3736479,-1.28,"heat shock protein family B (small) member 6","214767_s_at",0.485,0.04392218,-2.13,-5.78062,-0.715,"heat shock protein family B (small) member 6"
"480","HSPB7","218934_s_at",3.44e-10,5.04e-11,-7.03,14.1652944,-1.3,"heat shock protein family B (small) member 7","218934_s_at",0.234,0.00302004,-3.31,-3.26483,-1.72,"heat shock protein family B (small) member 7"
"481","ICAM1","202638_s_at",3.08e-06,7.14e-07,5.15,4.8222868,0.885,"intercellular adhesion molecule 1","202637_s_at",0.394,0.02322273,2.43,-5.20016,0.774,"intercellular adhesion molecule 1"
"482","ID4","209291_at",1.75e-41,7.03e-44,-19,89.2914907,-0.854,"inhibitor of DNA binding 4, HLH protein","209291_at",0.263,0.00616932,-3.01,-3.95258,-0.762,"inhibitor of DNA binding 4, HLH protein"
"483","IDH1","242956_at",3.72e-11,4.85e-12,-7.44,16.4692419,-0.64,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic","201193_at",0.242,0.00372331,-3.22,-3.46726,-0.717,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
"484","IFI27","202411_at",1.93e-35,1.62e-37,16.7,74.719216,2.21,"interferon alpha inducible protein 27","202411_at",0.416,0.02777552,2.35,-5.3648,1.2,"interferon alpha inducible protein 27"
"485","IFI30","201422_at",7.98e-17,5.57e-18,9.71,29.9933642,0.862,"IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2","201422_at",0.395,0.02332089,2.43,-5.20405,0.912,"IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2"
"486","IFI35","209417_s_at",5.09e-08,9.53e-09,6.04,9.0241318,1.22,"interferon induced protein 35","209417_s_at",0.456,0.03684273,2.21,-5.62218,0.926,"interferon induced protein 35"
"487","IFI44","214059_at",6.89e-25,1.95e-26,12.7,49.3292942,2.38,"interferon induced protein 44","214059_at",0.333,0.01440134,2.64,-4.7557,1.54,"interferon induced protein 44"
"488","IFI6","204415_at",1.38e-35,1.13e-37,16.7,75.0758015,3.56,"interferon alpha inducible protein 6","204415_at",0.357,0.01731599,2.56,-4.92795,1.17,"interferon alpha inducible protein 6"
"489","IGFBP5","203425_s_at",1.84e-09,2.92e-10,-6.7,12.4389489,-1.28,"insulin like growth factor binding protein 5","211958_at",0.392,0.02298488,-2.43,-5.19066,-0.739,"insulin like growth factor binding protein 5"
"490","IGFL1","239430_at",1.91e-44,5.71e-47,20.2,96.3666637,5.54,"IGF like family member 1","239430_at",0.25,0.00460081,3.13,-3.67119,2.85,"IGF like family member 1"
"491","IKZF1","227346_at",3.28e-08,6e-09,6.13,9.4768725,1.08,"IKAROS family zinc finger 1","220704_at",0.303,0.01062909,2.78,-4.46986,1.22,"IKAROS family zinc finger 1"
"492","IL10RA","204912_at",6.06e-08,1.14e-08,6,8.8458177,0.886,"interleukin 10 receptor subunit alpha","204912_at",0.184,0.00094548,3.78,-2.13098,1.08,"interleukin 10 receptor subunit alpha"
"493","IL15","205992_s_at",1.93e-07,3.86e-08,5.76,7.6594788,0.894,"interleukin 15","205992_s_at",0.384,0.02145552,2.47,-5.12702,0.809,"interleukin 15"
"494","IL15RA","207375_s_at",1.24e-09,1.94e-10,6.78,12.8417273,0.856,"interleukin 15 receptor subunit alpha","207375_s_at",0.367,0.0187913,2.52,-5.00405,0.817,"interleukin 15 receptor subunit alpha"
"495","IL26","221111_at",7.54e-22,2.97e-23,11.6,42.0451753,1.86,"interleukin 26","221111_at",0.41,0.02649767,2.37,-5.3216,1.64,"interleukin 26"
"496","IL2RG","204116_at",1.54e-14,1.36e-15,8.82,24.5440794,1.77,"interleukin 2 receptor subunit gamma","204116_at",0.33,0.01386463,2.66,-4.72008,0.986,"interleukin 2 receptor subunit gamma"
"497","IL4R","203233_at",2.96e-32,3.46e-34,15.5,67.0872949,2.41,"interleukin 4 receptor","203233_at",0.14,0.00033355,4.2,-1.10145,1.03,"interleukin 4 receptor"
"498","IL7R","226218_at",4.23e-28,8.22e-30,13.9,57.0620116,2.34,"interleukin 7 receptor","226218_at",0.235,0.00310804,3.3,-3.29264,1.69,"interleukin 7 receptor"
"499","INHBB","205258_at",5.86e-22,2.28e-23,-11.6,42.3080683,-1.76,"inhibin beta B subunit","205258_at",0.336,0.01460124,-2.64,-4.76861,-0.954,"inhibin beta B subunit"
"500","INMT","224061_at",5.18e-17,3.52e-18,-9.78,30.447243,-1.56,"indolethylamine N-methyltransferase","224061_at",0.41,0.02668654,-2.37,-5.32812,-0.845,"indolethylamine N-methyltransferase"
"501","INS-IGF2","202409_at",6.42e-09,1.08e-09,-6.46,11.1540077,-1.29,"INS-IGF2 readthrough///insulin like growth factor 2","202409_at",0.479,0.0420936,-2.15,-5.74242,-1.08,"INS-IGF2 readthrough///insulin like growth factor 2"
"502","INSIG1","201626_at",1.22e-13,1.21e-14,-8.46,22.3871629,-0.783,"insulin induced gene 1","201626_at",0.204,0.0016815,-3.55,-2.6952,-1.41,"insulin induced gene 1"
"503","INSR","226450_at",6.56e-21,2.88e-22,-11.3,39.7871393,-0.678,"insulin receptor","226216_at",0.374,0.0200917,-2.49,-5.06618,-0.607,"insulin receptor"
"504","IPO5P1","227234_at",1.23e-08,2.13e-09,-6.33,10.488905,-0.699,"importin 5 pseudogene 1","227234_at",0.406,0.02586948,-2.38,-5.29956,-0.822,"importin 5 pseudogene 1"
"505","IQGAP3","229538_s_at",7.28e-14,7.01e-15,8.55,22.9248449,1.85,"IQ motif containing GTPase activating protein 3","229538_s_at",0.149,0.000426,4.1,-1.34406,0.924,"IQ motif containing GTPase activating protein 3"
"506","IRAK2","231779_at",1.07e-39,5.4e-42,18.3,84.9738358,2.12,"interleukin 1 receptor associated kinase 2","231779_at",0.447,0.03457396,2.24,-5.56455,0.82,"interleukin 1 receptor associated kinase 2"
"507","IRF1","238725_at",2.64e-28,5.02e-30,14,57.5523121,2.51,"interferon regulatory factor 1","238725_at",0.423,0.02905246,2.33,-5.40596,1.08,"interferon regulatory factor 1"
